Tweet;label;Tweet_Parsed_1;Tweet_Parsed_2;Tweet_Parsed_3;Tweet_Parsed_4
operasinya lancar banget membantu bisnis saya;spesifikasi positif;operasinya lancar banget membantu bisnis saya;operasinya lancar banget membantu bisnis saya;operasinya lancar banget membantu bisnis saya;operasinya lancar sekali membantu bisnis saya
sistem operasi nya nyaman banget dipake dan ga lemot;spesifikasi positif;sistem operasi nya nyaman banget dipake dan ga lemot;sistem operasi nya nyaman banget dipake dan ga lemot;sistem operasi nya nyaman banget dipake dan ga lemot;sistem operasi nya nyaman sekali digunakan dan tidak lambat
selalu lancar jaya dan nyaman banget gak pernah lemot;spesifikasi positif;selalu lancar jaya dan nyaman banget gak pernah lemot;selalu lancar jaya dan nyaman banget gak pernah lemot;selalu lancar jaya dan nyaman banget gak pernah lemot;selalu lancar jaya dan nyaman sekali tidak pernah lambat
performa iphone x mumpuni banget gak usah diragukan lagi;spesifikasi positif;performa iphone x mumpuni banget gak usah diragukan lagi;performa iphone x mumpuni banget gak usah diragukan lagi;performa iphone x mumpuni banget gak usah diragukan lagi;performa iphone x mumpuni sekali tidak usah diragukan lagi
spesifikasi iphone x lebih unggul dari segi performa;spesifikasi positif;spesifikasi iphone x lebih unggul dari segi performa;spesifikasi iphone x lebih unggul dari segi performa;spesifikasi iphone x lebih unggul dari segi performa;spesifikasi iphone x lebih unggul dari segi performa
kecewa karena gak ada pemindai sidik jari;spesifikasi negatif;kecewa karena gak ada pemindai sidik jari;kecewa karena gak ada pemindai sidik jari;kecewa karena gak ada pemindai sidik jari;kecewa karena tidak ada pemindai sidik jari
RAM kecil banget kapasitasnya;spesifikasi negatif;RAM kecil banget kapasitasnya;ram kecil banget kapasitasnya;ram kecil banget kapasitasnya;ram kecil sekali kapasitasnya
ya sayangnya kaga ada memori eksternal;spesifikasi negatif;ya sayangnya kaga ada memori eksternal;ya sayangnya kaga ada memori eksternal;ya sayangnya kaga ada memori eksternal;ya sayangnya kaga ada memori eksternal
kecewa banget beberapa fitur dihilangkan oleh iphone;spesifikasi negatif;kecewa banget beberapa fitur dihilangkan oleh iphone;kecewa banget beberapa fitur dihilangkan oleh iphone;kecewa banget beberapa fitur dihilangkan oleh iphone;kecewa sekali beberapa fitur dihilangkan oleh iphone
kenapa kalo mau upgrade storage di icloud harus bayar;spesifikasi negatif;kenapa kalo mau upgrade storage di icloud harus bayar;kenapa kalo mau upgrade storage di icloud harus bayar;kenapa kalo mau upgrade storage di icloud harus bayar;kenapa kalau mau upgrade storage di icloud harus bayar
gaada tempat buat sd card ga kaya android;spesifikasi negatif;gaada tempat buat sd card ga kaya android;gaada tempat buat sd card ga kaya android;gaada tempat buat sd card ga kaya android;tidak tempat buat sd card tidak kaya android
ribet banget harus pake splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;spesifikasi negatif;ribet banget harus pake splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;ribet banget harus pake splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;ribet banget harus pake splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;ribet sekali harus menggunakan splitter soalnya gabisa charge dan dengerin lagu secara bersamaan
kenapa sih pemindai sidik jarinya diilangin padahal hari gini kan pake masker mulu jadi ribet kalo pake pemindai wajah;spesifikasi negatif;kenapa sih pemindai sidik jarinya diilangin padahal hari gini kan pake masker mulu jadi ribet kalo pake pemindai wajah;kenapa sih pemindai sidik jarinya diilangin padahal hari gini kan pake masker mulu jadi ribet kalo pake pemindai wajah;kenapa sih pemindai sidik jarinya diilangin padahal hari gini kan pake masker mulu jadi ribet kalo pake pemindai wajah;kenapa sih pemindai sidik jarinya diilangin padahal hari seperti kan menggunakan masker mulu jadi ribet kalau menggunakan pemindai wajah
sumpah ya kenapa iphone tuh ukuran RAM nya segede semut;spesifikasi negatif;sumpah ya kenapa iphone tuh ukuran RAM nya segede semut;sumpah ya kenapa iphone tuh ukuran ram nya segede semut;sumpah ya kenapa iphone tuh ukuran ram nya segede semut;sumpah ya kenapa iphone tuh ukuran ram nya segede semut
tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil;spesifikasi negatif;tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil;tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil;tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil;tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil
kamera nya cepet banget autofokus keren banget deh;kamera positif;kamera nya cepet banget autofokus keren banget deh;kamera nya cepet banget autofokus keren banget deh;kamera nya cepet banget autofokus keren banget deh;kamera nya cepat sekali autofokus keren sekali deh
hasil fotonya lebih bagus daripada versi sebelumnya;kamera positif;hasil fotonya lebih bagus daripada versi sebelumnya;hasil fotonya lebih bagus daripada versi sebelumnya;hasil fotonya lebih bagus daripada versi sebelumnya;hasil fotonya lebih bagus daripada versi sebelumnya
keren deh kamera nya walaupun minim cahaya tetep memuaskan banget hasil fotonya terang dan jelas;kamera positif;keren deh kamera nya walaupun minim cahaya tetep memuaskan banget hasil fotonya terang dan jelas;keren deh kamera nya walaupun minim cahaya tetep memuaskan banget hasil fotonya terang dan jelas;keren deh kamera nya walaupun minim cahaya tetep memuaskan banget hasil fotonya terang dan jelas;keren deh kamera nya walaupun minim cahaya tetep memuaskan sekali hasil fotonya terang dan jelas
Wow bisa bikin video keren pake kamera depan;kamera positif;Wow bisa bikin video keren pake kamera depan;wow bisa bikin video keren pake kamera depan;wow bisa bikin video keren pake kamera depan;wow bisa membuat video keren menggunakan kamera depan
hasil foto pake kamera iphone 11 bagus banget kaya pake kamera dslr;kamera positif;hasil foto pake kamera iphone 11 bagus banget kaya pake kamera dslr;hasil foto pake kamera iphone 11 bagus banget kaya pake kamera dslr;hasil foto pake kamera iphone 11 bagus banget kaya pake kamera dslr;hasil foto menggunakan kamera iphone 11 bagus sekali kaya menggunakan kamera dslr
kamera nya keren abis;kamera positif;kamera nya keren abis;kamera nya keren abis;kamera nya keren abis;kamera nya keren abis
buat foto jarak jauh mantap banget ga burem sama sekali;kamera positif;buat foto jarak jauh mantap banget ga burem sama sekali;buat foto jarak jauh mantap banget ga burem sama sekali;buat foto jarak jauh mantap banget ga burem sama sekali;buat foto jarak jauh mantap sekali tidak burem sama sekali
kalo soal kamera gak usah ragu lagi sama iphone;kamera positif;kalo soal kamera gak usah ragu lagi sama iphone;kalo soal kamera gak usah ragu lagi sama iphone;kalo soal kamera gak usah ragu lagi sama iphone;kalau soal kamera tidak usah ragu lagi sama iphone
hasil foto udah kaya pake kamera level profesional;kamera positif;hasil foto udah kaya pake kamera level profesional;hasil foto udah kaya pake kamera level profesional;hasil foto udah kaya pake kamera level profesional;hasil foto udah kaya menggunakan kamera level profesional
kameranya super bagus hasilnya kaya dilihat pake mata langsung;kamera positif;kameranya super bagus hasilnya kaya dilihat pake mata langsung;kameranya super bagus hasilnya kaya dilihat pake mata langsung;kameranya super bagus hasilnya kaya dilihat pake mata langsung;kameranya super bagus hasilnya kaya dilihat menggunakan mata langsung
kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;kamera negatif;kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;kalau mau foto jarak dekat kurang bagus nih lensa kamera nya
banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea;kamera negatif;banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea;banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea;banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea;banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea
ribet dah kalo selfie pake iphone harus pake filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;kamera negatif;ribet dah kalo selfie pake iphone harus pake filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;ribet dah kalo selfie pake iphone harus pake filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;ribet dah kalo selfie pake iphone harus pake filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;ribet dah kalau foto menggunakan iphone harus menggunakan filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya
gampang lecet kamera nya;kamera negatif;gampang lecet kamera nya;gampang lecet kamera nya;gampang lecet kamera nya;gampang lecet kamera nya
kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning gitu aneh;kamera negatif;kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning gitu aneh;kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning gitu aneh;kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning gitu aneh;kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning begitu aneh
hasil foto iphone 11 kurang bagus kalo gak ada cahaya matahari;kamera negatif;hasil foto iphone 11 kurang bagus kalo gak ada cahaya matahari;hasil foto iphone 11 kurang bagus kalo gak ada cahaya matahari;hasil foto iphone 11 kurang bagus kalo gak ada cahaya matahari;hasil foto iphone 11 kurang bagus kalau tidak ada cahaya matahari
bagusan kamera samsung kemanamana daripada iphone x;kamera negatif;bagusan kamera samsung kemanamana daripada iphone x;bagusan kamera samsung kemanamana daripada iphone x;bagusan kamera samsung kemanamana daripada iphone x;bagusan kamera samsung kemanamana daripada iphone x
kamera swafoto iphone 11 kurang mantap nih autofokusnya;kamera negatif;kamera swafoto iphone 11 kurang mantap nih autofokusnya;kamera swafoto iphone 11 kurang mantap nih autofokusnya;kamera swafoto iphone 11 kurang mantap nih autofokusnya;kamera swafoto iphone 11 kurang mantap nih autofokusnya
tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10;kamera negatif;tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10;tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10;tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10;tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10
kalo foto didalem ruangan hasilnya kurang mantap nih;kamera negatif;kalo foto didalem ruangan hasilnya kurang mantap nih;kalo foto didalem ruangan hasilnya kurang mantap nih;kalo foto didalem ruangan hasilnya kurang mantap nih;kalau foto didalem ruangan hasilnya kurang mantap nih
mantap deh baterai nya lebih hemat dari versi sebelumnya;baterai positif;mantap deh baterai nya lebih hemat dari versi sebelumnya;mantap deh baterai nya lebih hemat dari versi sebelumnya;mantap deh baterai nya lebih hemat dari versi sebelumnya;mantap deh baterai nya lebih hemat dari versi sebelumnya
pas awal pake tuh baterai hemat banget bisa tahan seharian;baterai positif;pas awal pake tuh baterai hemat banget bisa tahan seharian;pas awal pake tuh baterai hemat banget bisa tahan seharian;pas awal pake tuh baterai hemat banget bisa tahan seharian; saat awal menggunakan tuh baterai hemat sekali bisa tahan seharian
baterainya tahan lama banget;baterai positif;baterainya tahan lama banget;baterainya tahan lama banget;baterainya tahan lama banget;baterainya tahan lama sekali
baterai iphone 11 gue masih aman ko walaupun dipake sepuluh jam nonton video;baterai positif;baterai iphone 11 gue masih aman ko walaupun dipake sepuluh jam nonton video;baterai iphone 11 gue masih aman ko walaupun dipake sepuluh jam nonton video;baterai iphone 11 gue masih aman ko walaupun dipake sepuluh jam nonton video;baterai iphone 11 gue masih aman ko walaupun digunakan sepuluh jam nonton video
lumayan awet sih baterenya dipake main pubg berjam jam;baterai positif;lumayan awet sih baterenya dipake main pubg berjam jam;lumayan awet sih baterenya dipake main pubg berjam jam;lumayan awet sih baterenya dipake main pubg berjam jam;lumayan awet sih baterenya digunakan main pubg berjam jam
gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya;baterai positif;gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya;gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya;gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya;gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya
baterenya ga seburuk kata orangorang ko asal elu pakenya jangan jorok aja;baterai positif;baterenya ga seburuk kata orangorang ko asal elu pakenya jangan jorok aja;baterenya ga seburuk kata orangorang ko asal elu pakenya jangan jorok aja;baterenya ga seburuk kata orangorang ko asal elu pakenya jangan jorok aja;baterenya tidak seburuk kata orangorang ko asal elu pakenya jangan jorok aja
enaknya ip11 tuh pas charge lumayan cepet penuh nya;baterai positif;enaknya ip11 tuh pas charge lumayan cepet penuh nya;enaknya ip11 tuh pas charge lumayan cepet penuh nya;enaknya ip11 tuh pas charge lumayan cepet penuh nya;enaknya ip11 tuh  saat charge lumayan cepat penuh nya
kalo charge nya pake charger iphone yang sesuai mah pasti cepet penuh koo baterenya;baterai positif;kalo charge nya pake charger iphone yang sesuai mah pasti cepet penuh koo baterenya;kalo charge nya pake charger iphone yang sesuai mah pasti cepet penuh koo baterenya;kalo charge nya pake charger iphone yang sesuai mah pasti cepet penuh koo baterenya;kalau charge nya menggunakan charger iphone yang sesuai mah pasti cepat penuh koo baterenya
baterenya awet sih ga cepet kembung gitu;baterai positif;baterenya awet sih ga cepet kembung gitu;baterenya awet sih ga cepet kembung gitu;baterenya awet sih ga cepet kembung gitu;baterenya awet sih tidak cepat kembung begitu
sumpah ya charge hp lama banget keburu gajah bertelur;baterai negatif;sumpah ya charge hp lama banget keburu gajah bertelur;sumpah ya charge hp lama banget keburu gajah bertelur;sumpah ya charge hp lama banget keburu gajah bertelur;sumpah ya charge iphone lama sekali keburu gajah bertelur
lama banget bisa naik haji dulu kali yaa nunggu baterai penuh;baterai negatif;lama banget bisa naik haji dulu kali yaa nunggu baterai penuh;lama banget bisa naik haji dulu kali yaa nunggu baterai penuh;lama banget bisa naik haji dulu kali yaa nunggu baterai penuh;lama sekali bisa naik haji dulu sekali yaa nunggu baterai penuh
makin lama dipake makin cepet habis baterainya;baterai negatif;makin lama dipake makin cepet habis baterainya;makin lama dipake makin cepet habis baterainya;makin lama dipake makin cepet habis baterainya;makin lama digunakan makin cepat habis baterainya
menurut aku baterai nya kurang awet;baterai negatif;menurut aku baterai nya kurang awet;menurut aku baterai nya kurang awet;menurut aku baterai nya kurang awet;menurut aku baterai nya kurang awet
pengisian baterai hp tergolong lama;baterai negatif;pengisian baterai hp tergolong lama;pengisian baterai hp tergolong lama;pengisian baterai hp tergolong lama;pengisian baterai iphone tergolong lama
baterai nya ga bisa dicopot;baterai negatif;baterai nya ga bisa dicopot;baterai nya ga bisa dicopot;baterai nya ga bisa dicopot;baterai nya tidak bisa dicopot
satu hal yang agak mengecewakan adalah baterainya yang kurang awet;baterai negatif;satu hal yang agak mengecewakan adalah baterainya yang kurang awet;satu hal yang agak mengecewakan adalah baterainya yang kurang awet;satu hal yang agak mengecewakan adalah baterainya yang kurang awet;satu hal yang agak mengecewakan adalah baterainya yang kurang awet
batere iphone tuh jelek banget;baterai negatif;batere iphone tuh jelek banget;batere iphone tuh jelek banget;batere iphone tuh jelek banget;batere iphone tuh jelek sekali
batere iphone ga seawet samsung apalagi sekarang covid sering main hp jadi boros banget;baterai negatif;batere iphone ga seawet samsung apalagi sekarang covid sering main hp jadi boros banget;batere iphone ga seawet samsung apalagi sekarang covid sering main hp jadi boros banget;batere iphone ga seawet samsung apalagi sekarang covid sering main hp jadi boros banget;batere iphone tidak seawet samsung apalagi sekarang covid sering main iphone jadi boros sekali
ga awet bgt dah kalo gue pake iphone bisa dua sampe tiga kali charger dalam sehari;baterai negatif;ga awet bgt dah kalo gue pake iphone bisa dua sampe tiga kali charger dalam sehari;ga awet bgt dah kalo gue pake iphone bisa dua sampe tiga kali charger dalam sehari;ga awet bgt dah kalo gue pake iphone bisa dua sampe tiga kali charger dalam sehari;tidak awet sekali dah kalau gue menggunakan iphone bisa dua sampe tiga sekali charger dalam sehari
wah bagus ini handphone pantas aja banyak yang nungguin;general positif;wah bagus ini handphone pantas aja banyak yang nungguin;wah bagus ini handphone pantas aja banyak yang nungguin;wah bagus ini handphone pantas aja banyak yang nungguin;wah bagus ini handphone pantas aja banyak yang nungguin
ga sia sia nungguin banget ip11 rilis keren bgt ternyata;general positif;ga sia sia nungguin banget ip11 rilis keren bgt ternyata;ga sia sia nungguin banget ip11 rilis keren bgt ternyata;ga sia sia nungguin banget ip11 rilis keren bgt ternyata;tidak kamu kamu nungguin sekali ip11 rilis keren sekali ternyata
ukurannya ideal ya ga kegedean;general positif;ukurannya ideal ya ga kegedean;ukurannya ideal ya ga kegedean;ukurannya ideal ya ga kegedean;ukurannya ideal ya tidak kegedean
pilihan warnanya gemes gemes banget;general positif;pilihan warnanya gemes gemes banget;pilihan warnanya gemes gemes banget;pilihan warnanya gemes gemes banget;pilihan warnanya gemes gemes sekali
mewah yang ga lebay gitu nih ip11 asik;general positif;mewah yang ga lebay gitu nih ip11 asik;mewah yang ga lebay gitu nih ip11 asik;mewah yang ga lebay gitu nih ip11 asik;mewah yang tidak lebay begitu nih ip11 asik
I'm so in love with this phone;general positif;I'm so in love with this phone;i'm so in love with this phone;i m so in love with this phone;i m so in love with this iphone
so good for gaming;general positif;so good for gaming;so good for gaming;so good for gaming;so good untuk gaming
saatnya beralih ke ip11, bye handphone lama;general positif;saatnya beralih ke ip11, bye handphone lama;saatnya beralih ke ip11, bye handphone lama;saatnya beralih ke ip11 bye handphone lama;saatnya beralih ke ip11 bye handphone lama
setelah baca baca review nya, hm lumayan juga jadi tertarik nih buat beli;general positif;setelah baca baca review nya, hm lumayan juga jadi tertarik nih buat beli;setelah baca baca review nya, hm lumayan juga jadi tertarik nih buat beli;setelah baca baca review nya hm lumayan juga jadi tertarik nih buat beli;setelah baca baca review nya hm lumayan juga jadi tertarik nih buat beli
suka banget sama yang warna hijau, harus punya;general positif;suka banget sama yang warna hijau, harus punya;suka banget sama yang warna hijau, harus punya;suka banget sama yang warna hijau harus punya;suka sekali sama yang warna hijau harus punya
ga suka ah mending beli merk lain aja;general negatif;ga suka ah mending beli merk lain aja;ga suka ah mending beli merk lain aja;ga suka ah mending beli merk lain aja;tidak suka ah lebih baik beli merk lain aja
desainnya masih sama aja kaya yg sebelum sebelumnya bosan;general negatif;desainnya masih sama aja kaya yg sebelum sebelumnya bosan;desainnya masih sama aja kaya yg sebelum sebelumnya bosan;desainnya masih sama aja kaya yg sebelum sebelumnya bosan;desainnya masih sama aja kaya yang sebelum sebelumnya bosan
kurang suka sama desain nya, masih kegedean, kenapa ga lebih slim;general negatif;kurang suka sama desain nya, masih kegedean, kenapa ga lebih slim;kurang suka sama desain nya, masih kegedean, kenapa ga lebih slim;kurang suka sama desain nya masih kegedean kenapa ga lebih slim;kurang suka sama desain nya masih kegedean kenapa tidak lebih slim
buat apasih make iphone, sistem operasinya ribet apalagi buat yg ga biasa pakai;general negatif;buat apasih make iphone, sistem operasinya ribet apalagi buat yg ga biasa pakai;buat apasih make iphone, sistem operasinya ribet apalagi buat yg ga biasa pakai;buat apasih make iphone sistem operasinya ribet apalagi buat yg ga biasa pakai;buat apasih make iphone sistem operasinya ribet apalagi buat yang tidak biasa pakai
upgradenya ga terlalu banyak sih dibanding produk sebelumnya, ga terllau worth sih ya sepertinya;general negatif;upgradenya ga terlalu banyak sih dibanding produk sebelumnya, ga terllau worth sih ya sepertinya;upgradenya ga terlalu banyak sih dibanding produk sebelumnya, ga terllau worth sih ya sepertinya;upgradenya ga terlalu banyak sih dibanding produk sebelumnya ga terllau worth sih ya sepertinya;upgradenya tidak terlalu banyak sih dibanding produk sebelumnya tidak terllau sebanding sih ya sepertinya
yaampun ip11 ga ada charger ga ada earphone nya dong, hft banget;general negatif;yaampun ip11 ga ada charger ga ada earphone nya dong, hft banget;yaampun ip11 ga ada charger ga ada earphone nya dong, hft banget;yaampun ip11 ga ada charger ga ada earphone nya dong hft banget;yaampun ip11 tidak ada charger tidak ada earphone nya dong hft sekali
kenapa charger dan earphonenya ga include sih, percuma aja spesifikasi mantep, tapi part yg cukup pentingnya ga ada;general negatif;kenapa charger dan earphonenya ga include sih, percuma aja spesifikasi mantep, tapi part yg cukup pentingnya ga ada;kenapa charger dan earphonenya ga include sih, percuma aja spesifikasi mantep, tapi part yg cukup pentingnya ga ada;kenapa charger dan earphonenya ga include sih percuma aja spesifikasi mantep tapi part yg cukup pentingnya ga ada;kenapa charger dan earphonenya tidak include sih percuma aja spesifikasi mantep tapi part yang cukup pentingnya tidak ada
ga pernah tertarik buat beli iphone deh sampai sekarang;general negatif;ga pernah tertarik buat beli iphone deh sampai sekarang;ga pernah tertarik buat beli iphone deh sampai sekarang;ga pernah tertarik buat beli iphone deh sampai sekarang;tidak pernah tertarik buat beli iphone deh sampai sekarang
ip11 biasa aja sih menurut gue, kenapa pada bilang waw banget ya;general negatif;ip11 biasa aja sih menurut gue, kenapa pada bilang waw banget ya;ip11 biasa aja sih menurut gue, kenapa pada bilang waw banget ya;ip11 biasa aja sih menurut gue kenapa pada bilang waw banget ya;ip11 biasa aja sih menurut gue kenapa pada bilang waw sekali ya
belum minat buat beli nih iphone 11, masih jelek menurut gue;general negatif;belum minat buat beli nih iphone 11, masih jelek menurut gue;belum minat buat beli nih iphone 11, masih jelek menurut gue;belum minat buat beli nih iphone 11 masih jelek menurut gue;belum minat buat beli nih iphone 11 masih jelek menurut gue
harganya affordabe banget buat experience yg luar biasa;harga positif;harganya affordabe banget buat experience yg luar biasa;harganya affordabe banget buat experience yg luar biasa;harganya affordabe banget buat experience yg luar biasa;harganya affordabe sekali buat experience yang luar biasa
harganya okelah ya buat spesifikasi kaya gini;harga positif;harganya okelah ya buat spesifikasi kaya gini;harganya okelah ya buat spesifikasi kaya gini;harganya okelah ya buat spesifikasi kaya gini;harganya okelah ya buat spesifikasi kaya seperti
terjangkau sih menurut gue harganya iphone 11 ini, sesuai sama spec;harga positif;terjangkau sih menurut gue harganya iphone 11 ini, sesuai sama spec;terjangkau sih menurut gue harganya iphone 11 ini, sesuai sama spec;terjangkau sih menurut gue harganya iphone 11 ini sesuai sama spec;terjangkau sih menurut gue harganya iphone 11 ini sesuai sama spesifikasi
ada harga ada rupa ya coi, bagus sih ini produknya worth it buat harga segitu;harga positif;ada harga ada rupa ya coi, bagus sih ini produknya worth it buat harga segitu;ada harga ada rupa ya coi, bagus sih ini produknya worth it buat harga segitu;ada harga ada rupa ya coi bagus sih ini produknya worth it buat harga segitu;ada harga ada rupa ya coi bagus sih ini produknya sebanding it buat harga segitu
harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan;harga positif;harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan;harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan;harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan;harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan
harganya ga mahal kok utnuk kualitas sebagus ini, kalo ada yg bilang mahal emang lu aja yg ga mampu beli;harga positif;harganya ga mahal kok utnuk kualitas sebagus ini, kalo ada yg bilang mahal emang lu aja yg ga mampu beli;harganya ga mahal kok utnuk kualitas sebagus ini, kalo ada yg bilang mahal emang lu aja yg ga mampu beli;harganya ga mahal kok utnuk kualitas sebagus ini kalo ada yg bilang mahal emang lu aja yg ga mampu beli;harganya tidak mahal kok utnuk kualitas sebagus ini kalau ada yang bilang mahal memang kamu aja yang tidak mampu beli
wah harganya cuma segitu? buat kualitas seperti ini? super worth it;harga positif;wah harganya cuma segitu? buat kualitas seperti ini? super worth it;wah harganya cuma segitu? buat kualitas seperti ini? super worth it;wah harganya cuma segitu buat kualitas seperti ini super worth it;wah harganya cuma segitu buat kualitas seperti ini super sebanding it
ini hitungannya harganya masih murah sih untuk produk sebagus ini;harga positif;ini hitungannya harganya masih murah sih untuk produk sebagus ini;ini hitungannya harganya masih murah sih untuk produk sebagus ini;ini hitungannya harganya masih murah sih untuk produk sebagus ini;ini hitungannya harganya masih murah sih untuk produk sebagus ini
iphone11, harganya sesuai kok sama spesifikasi dan produknya;harga positif;iphone11, harganya sesuai kok sama spesifikasi dan produknya;iphone11, harganya sesuai kok sama spesifikasi dan produknya;iphone11 harganya sesuai kok sama spesifikasi dan produknya;iphone11 harganya sesuai kok sama spesifikasi dan produknya
harganya sesuai sama apa yang bakalan kita dapat, ga nyesel gais;harga positif;harganya sesuai sama apa yang bakalan kita dapat, ga nyesel gais;harganya sesuai sama apa yang bakalan kita dapat, ga nyesel gais;harganya sesuai sama apa yang bakalan kita dapat ga nyesel gais;harganya sesuai sama apa yang bakalan kita dapat tidak menyesal gais
Mahal banget sih ini ip11 buat produk kaya begini doang, masih banyak yg lebih murah;harga negatif;Mahal banget sih ini ip11 buat produk kaya begini doang, masih banyak yg lebih murah;mahal banget sih ini ip11 buat produk kaya begini doang, masih banyak yg lebih murah;mahal banget sih ini ip11 buat produk kaya begini doang masih banyak yg lebih murah;mahal sekali sih ini ip11 buat produk kaya begini doang masih banyak yang lebih murah
ga worth it banget harganya;harga negatif;ga worth it banget harganya;ga worth it banget harganya;ga worth it banget harganya;tidak sebanding it sekali harganya
buat apasih beli iphone mahal mahal, masih banyak produk yg lain yg lebih murah tapi tetap bagus;harga negatif;buat apasih beli iphone mahal mahal, masih banyak produk yg lain yg lebih murah tapi tetap bagus;buat apasih beli iphone mahal mahal, masih banyak produk yg lain yg lebih murah tapi tetap bagus;buat apasih beli iphone mahal mahal masih banyak produk yg lain yg lebih murah tapi tetap bagus;buat apasih beli iphone mahal mahal masih banyak produk yang lain yang lebih murah tapi tetap bagus
ini sih terlalu mahal buat handphone doang;harga negatif;ini sih terlalu mahal buat handphone doang;ini sih terlalu mahal buat handphone doang;ini sih terlalu mahal buat handphone doang;ini sih terlalu mahal buat handphone doang
ga minat buat beli nih ip11 apalagi harganya selangit;harga negatif;ga minat buat beli nih ip11 apalagi harganya selangit;ga minat buat beli nih ip11 apalagi harganya selangit;ga minat buat beli nih ip11 apalagi harganya selangit;tidak minat buat beli nih ip11 apalagi harganya selangit
kenapa sih harga produk apple tuh mahal mahal banget;harga negatif;kenapa sih harga produk apple tuh mahal mahal banget;kenapa sih harga produk apple tuh mahal mahal banget;kenapa sih harga produk apple tuh mahal mahal banget;kenapa sih harga produk apple tuh mahal mahal sekali
harganya ga affordable, sorry apple;harga negatif;harganya ga affordable, sorry apple;harganya ga affordable, sorry apple;harganya ga affordable sorry apple;harganya tidak affordable sorry apple
apa harganya gabisa lebih murah ya, sebagus apasih sampai harganya segitu banget;harga negatif;apa harganya gabisa lebih murah ya, sebagus apasih sampai harganya segitu banget;apa harganya gabisa lebih murah ya, sebagus apasih sampai harganya segitu banget;apa harganya gabisa lebih murah ya sebagus apasih sampai harganya segitu banget;apa harganya gabisa lebih murah ya sebagus apasih sampai harganya segitu sekali
terlalu mahal ini harganya, ga bisa lebih murah apa iphone11;harga negatif;terlalu mahal ini harganya, ga bisa lebih murah apa iphone11;terlalu mahal ini harganya, ga bisa lebih murah apa iphone11;terlalu mahal ini harganya ga bisa lebih murah apa iphone11;terlalu mahal ini harganya tidak bisa lebih murah apa iphone11
mending beli produk lain yang harganya lebih terjangkau tapi kualitasnya ga kalah jauh;harga negatif;mending beli produk lain yang harganya lebih terjangkau tapi kualitasnya ga kalah jauh;mending beli produk lain yang harganya lebih terjangkau tapi kualitasnya ga kalah jauh;mending beli produk lain yang harganya lebih terjangkau tapi kualitasnya ga kalah jauh;lebih baik beli produk lain yang harganya lebih terjangkau tapi kualitasnya tidak kalah jauh
