Tweet;label;Tweet_Parsed
tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10;kamera negatif;tingkat eksposur kamera ip kurang sempurna dibandingkan samsung
kalo foto didalem ruangan hasilnya kurang mantap nih;kamera negatif;foto didalem ruangan hasilnya kurang mantap
mantap deh baterai nya lebih hemat dari versi sebelumnya;baterai positif;mantap baterai lebih hemat versi
pas awal pake tuh baterai hemat banget bisa tahan seharian;baterai positif;tuh baterai hemat sekali bisa tahan seharian
baterainya tahan lama banget;baterai positif;baterainya tahan lama sekali
baterai iphone 11 gue masih aman ko walaupun dipake sepuluh jam nonton video;baterai positif;baterai gue masih aman walaupun sepuluh jam nonton video
lumayan awet sih baterenya dipake main pubg berjam jam;baterai positif;lumayan awet baterenya main pubg berjam jam
gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya;baterai positif;gue tepuk tangan batere peningkatan dibanding versi
baterenya ga seburuk kata orangorang ko asal elu pakenya jangan jorok aja;baterai positif;baterenya tidak seburuk orangorang elu pakenya jangan jorok
enaknya ip11 tuh pas charge lumayan cepet penuh nya;baterai positif;enaknya ip tuh charge lumayan cepat penuh
kalo charge nya pake charger iphone yang sesuai mah pasti cepet penuh koo baterenya;baterai positif;charge charger sesuai mah cepat penuh koo baterenya
baterenya awet sih ga cepet kembung gitu;baterai positif;baterenya awet tidak cepat kembung
sumpah ya charge hp lama banget keburu gajah bertelur;baterai negatif;charge lama sekali keburu gajah bertelur
lama banget bisa naik haji dulu kali yaa nunggu baterai penuh;baterai negatif;lama sekali bisa haji sekali yaa nunggu baterai penuh
makin lama dipake makin cepet habis baterainya;baterai negatif;makin lama makin cepat habis baterainya
menurut aku baterai nya kurang awet;baterai negatif;baterai kurang awet
pengisian baterai hp tergolong lama;baterai negatif;pengisian baterai tergolong lama
baterai nya ga bisa dicopot;baterai negatif;baterai tidak bisa dicopot
satu hal yang agak mengecewakan adalah baterainya yang kurang awet;baterai negatif;agak mengecewakan baterainya kurang awet
batere iphone tuh jelek banget;baterai negatif;batere tuh jelek sekali
batere iphone ga seawet samsung apalagi sekarang covid sering main hp jadi boros banget;baterai negatif;batere tidak seawet samsung covid main boros sekali
ga awet bgt dah kalo gue pake iphone bisa dua sampe tiga kali charger dalam sehari;baterai negatif;tidak awet sekali gue bisa sampe sekali charger sehari
wah bagus ini handphone pantas aja banyak yang nungguin;general positif;wah bagus handphone nungguin
ga sia sia nungguin banget ip11 rilis keren bgt ternyata;general positif;tidak nungguin sekali ip rilis keren sekali
ukurannya ideal ya ga kegedean;general positif;ukurannya ideal tidak kegedean
pilihan warnanya gemes gemes banget;general positif;pilihan warnanya gemes gemes sekali
mewah yang ga lebay gitu nih ip11 asik;general positif;mewah tidak lebay ip asik
I'm so in love with this phone;general positif;love
so good for gaming;general positif;good gaming
saatnya beralih ke ip11, bye handphone lama;general positif;beralih ip bye handphone lama
setelah baca baca review nya, hm lumayan juga jadi tertarik nih buat beli;general positif;baca baca review hm lumayan tertarik beli
suka banget sama yang warna hijau, harus punya;general positif;suka sekali warna hijau harus
ga suka ah mending beli merk lain aja;general negatif;tidak suka ah lebih baik beli merk
desainnya masih sama aja kaya yg sebelum sebelumnya bosan;general negatif;desainnya masih kaya bosan
kurang suka sama desain nya, masih kegedean, kenapa ga lebih slim;general negatif;kurang suka desain masih kegedean tidak lebih slim
buat apasih make iphone, sistem operasinya ribet apalagi buat yg ga biasa pakai;general negatif;apasih make sistem operasinya ribet tidak biasa pakai
upgradenya ga terlalu banyak sih dibanding produk sebelumnya, ga terllau worth sih ya sepertinya;general negatif;upgradenya tidak dibanding produk tidak terllau sebanding
yaampun ip11 ga ada charger ga ada earphone nya dong, hft banget;general negatif;yaampun ip tidak charger tidak earphone hft sekali
kenapa charger dan earphonenya ga include sih, percuma aja spesifikasi mantep, tapi part yg cukup pentingnya ga ada;general negatif;charger earphonenya tidak include spesifikasi mantep part cukup tidak
ga pernah tertarik buat beli iphone deh sampai sekarang;general negatif;tidak tertarik beli
ip11 biasa aja sih menurut gue, kenapa pada bilang waw banget ya;general negatif;ip biasa gue bilang waw sekali
belum minat buat beli nih iphone 11, masih jelek menurut gue;general negatif;belum minat beli masih jelek gue
harganya affordabe banget buat experience yg luar biasa;harga positif;harganya affordabe sekali experience biasa
harganya okelah ya buat spesifikasi kaya gini;harga positif;harganya okelah spesifikasi kaya
terjangkau sih menurut gue harganya iphone 11 ini, sesuai sama spec;harga positif;terjangkau gue harganya sesuai spesifikasi
ada harga ada rupa ya coi, bagus sih ini produknya worth it buat harga segitu;harga positif;harga rupa coi bagus produknya sebanding harga segitu
harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan;harga positif;harga ip sesuai kemampuan handphone bisa tunjukkan
harganya ga mahal kok utnuk kualitas sebagus ini, kalo ada yg bilang mahal emang lu aja yg ga mampu beli;harga positif;harganya tidak mahal utnuk kualitas sebagus bilang mahal tidak mampu beli
wah harganya cuma segitu? buat kualitas seperti ini? super worth it;harga positif;wah harganya cuma segitu kualitas super sebanding
ini hitungannya harganya masih murah sih untuk produk sebagus ini;harga positif;hitungannya harganya masih murah produk sebagus
iphone11, harganya sesuai kok sama spesifikasi dan produknya;harga positif;harganya sesuai spesifikasi produknya
harganya sesuai sama apa yang bakalan kita dapat, ga nyesel gais;harga positif;harganya sesuai tidak menyesal gais
Mahal banget sih ini ip11 buat produk kaya begini doang, masih banyak yg lebih murah;harga negatif;mahal sekali ip produk kaya masih lebih murah
ga worth it banget harganya;harga negatif;tidak sebanding sekali harganya
buat apasih beli iphone mahal mahal, masih banyak produk yg lain yg lebih murah tapi tetap bagus;harga negatif;apasih beli mahal mahal masih produk lebih murah bagus
ini sih terlalu mahal buat handphone doang;harga negatif;mahal handphone
ga minat buat beli nih ip11 apalagi harganya selangit;harga negatif;tidak minat beli ip harganya selangit
kenapa sih harga produk apple tuh mahal mahal banget;harga negatif;harga produk tuh mahal mahal sekali
harganya ga affordable, sorry apple;harga negatif;harganya tidak affordable sorry
apa harganya gabisa lebih murah ya, sebagus apasih sampai harganya segitu banget;harga negatif;harganya gabisa lebih murah sebagus apasih harganya segitu sekali
terlalu mahal ini harganya, ga bisa lebih murah apa iphone11;harga negatif;mahal harganya tidak bisa lebih murah
mending beli produk lain yang harganya lebih terjangkau tapi kualitasnya ga kalah jauh;harga negatif;lebih baik beli produk harganya lebih terjangkau kualitasnya tidak kalah
keren juga nih ip11 pake ios terbaru;spesifikasi positif;keren ip ios terbaru
spesifikasinya asik nyaman buat dipake ngegame;spesifikasi positif;spesifikasinya asik nyaman ngegame
chipset yang ada di ip11 ini bikin performanya jauh lebih enteng dibanding iphone sebelum-sebelumnya;spesifikasi positif;chipset ip performanya lebih enteng dibanding
apple processor is better than any android out there;spesifikasi positif;processor lebih baik android
wahh mantap nih spesifikasinya iphone 11;spesifikasi positif;wahh mantap spesifikasinya
ga heran sih nih iphone11 mantap, toh iosnya make yang terbaru;spesifikasi positif;tidak heran mantap iosnya make terbaru
spesifikasi iphone11 mantap banget bisa dipake buat nyelam dengan aman;spesifikasi positif;spesifikasi mantap sekali bisa nyelam aman
suka banget sama spesifikasinya ga nyesel beli;spesifikasi positif;suka sekali spesifikasinya tidak menyesal beli
performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini;spesifikasi positif;performanya makin mantap penggunaan ios terbaru didalam produk ip
belum ada yang bisa nandingin processor yang dipunya apple;spesifikasi positif;belum bisa nandingin processor dipunya
pilihan ram nya dikit banget, harusnya bisa lebih bervariasi;spesifikasi negatif;pilihan ram dikit sekali harusnya bisa lebih bervariasi
kenapa ram nya cuma 4gb pengen yang lebih;spesifikasi negatif;ram cuma gb lebih
spesifikasinya masih kurang sih kalo menurut gue apalagi harganya juga mahal;spesifikasi negatif;spesifikasinya masih kurang gue harganya mahal
masa ga ada fitur NFC nya sih percuma aja harga mahal tapi ga punya fitur yang lagi tren;spesifikasi negatif;tidak fitur nfc harga mahal tidak fitur tren
belum support 5g masih jelek;spesifikasi negatif;belum mendukung g masih jelek
spesifikasinya ga beda jauh sama produk sebelumnya masih biasa aja cenderung jelek;spesifikasi negatif;spesifikasinya tidak beda produk masih biasa cenderung jelek
belum ada fitur buat usb type c huh masih jelek;spesifikasi negatif;belum fitur usb type c huh masih jelek
masih bnayak yang kurang nih spesifikasinya, belum terlalu oke;spesifikasi negatif;masih bnayak kurang spesifikasinya belum oke
apple ga up to date, masa belum support 5g sih;spesifikasi negatif;tidak date belum mendukung g
yah masih 4g coy, gausah dibeli lah, masih jelek;spesifikasi negatif;masih g coy gausah dibeli masih jelek
wah ancur bgt nih ip11 kameranya auto mulus;kamera positif;wah ancur sekali ip kameranya auto mulus
suka banget hasil pengambilan kameranya;kamera positif;suka sekali hasil pengambilan kameranya
fitur autofokusnya cakep banget cuy;kamera positif;fitur autofokusnya bagus sekali cuy
ip11 ini kameranya aku suka banget, hasilnya bagus;kamera positif;ip kameranya suka sekali hasilnya bagus
satu satunya alasan gue cinta bgt sama ip11 kameranya waw amazing;kamera positif;satunya alasan gue cinta sekali ip kameranya waw amazing
fitur night mode nya lumayan bgt dipake buat jepret jepret malem malem;kamera positif;fitur night mode lumayan sekali jepret jepret malem malem
hasil fotonya bagus banget sih, mendukung keestetikan gue;kamera positif;hasil fotonya bagus sekali mendukung keestetikan gue
kameranya oke, dipake buat foto dan video bagus;kamera positif;kameranya oke foto video bagus
semenjak pake ip11 makin suka selfie deh kameranya bagus haha;kamera positif;semenjak ip makin suka foto kameranya bagus
ga salah beli nih, kameranya gue suka;kamera positif;tidak salah beli kameranya gue suka
jelek banget fitur night mode kamera nya banyak noise;kamera negatif;jelek sekali fitur night mode kamera noise
kameranya jelek kalo mau ngezoom pecah;kamera negatif;kameranya jelek ngezoom pecah
ga worth it sih kameranya, mendingan beli produk lain;kamera negatif;tidak sebanding kameranya mendingan beli produk
kameranya kurang banyak, ga memuaskan;kamera negatif;kameranya kurang tidak memuaskan
ah iphone 11 kameranya kurang baik dibanding yg lain;kamera negatif;ah kameranya kurang baik dibanding
kamera nya ga terlalu bagus sih, kalo dipake buat moto malam hasilnya jelek;kamera negatif;kamera tidak bagus moto malam hasilnya jelek
masih banyak produk lain yang kameranya lebih bagus dari ip11 nih, ga worth sih;kamera negatif;masih produk kameranya lebih bagus ip tidak sebanding
kameranya kalo dipake buat foto indoor dgn pencahayaan yg kurang bad banget sih;kamera negatif;kameranya foto indoor pencahayaan kurang bad sekali
noise banget asli kalo dipake foto indoor malem malem, jelek;kamera negatif;noise sekali asli foto indoor malem malem jelek
kameranya masih jelek, masih banyak handphone murah yang kameranya good;kamera negatif;kameranya masih jelek masih handphone murah kameranya good
the battery is good cukup bertahan;baterai positif;baterai good cukup bertahan
lumayan kuat sih yang ini baterainya untuk intensitas pemakaian yang cukup tinggi;baterai positif;lumayan kuat baterainya intensitas pemakaian cukup tinggi
aman sih ini baterainya, apalagi ada teknologi wireless charge;baterai positif;aman baterainya teknologi wireless charge
chipsetnya mantap banget jadi bikin iphone 11 hemat baterai;baterai positif;chipset mantap sekali hemat baterai
iphone11 ini menggunakan chipset terkuat dan tercepat jadi sangat hemat baterai;baterai positif;chipset terkuat tercepat sangat hemat baterai
buat iphone 11 ini apple udah mengembangkan teknologi khusus yang bisa menekan pengonsumsian baterai jadi sepertinya jauh lebih hemat dari produk sebelumnya;baterai positif;udah mengembangkan teknologi khusus bisa menekan pengonsumsian baterai lebih hemat produk
ip11 ini punya teknologi yang bisa menekan penggunaan daya sistem jadi walaupun kapasitasnya sedikit baterainya cukup tahan lama lho;baterai positif;ip teknologi bisa menekan penggunaan daya sistem walaupun kapasitasnya sedikit baterainya cukup tahan lama lho
dibandingkan produk sebelumnya, produk apple yang ini baterai nya cukup tahan;baterai positif;dibandingkan produk produk baterai cukup tahan
akhirnya apple ngembangin teknologi yang bikin baterainya lebih hemat;baterai positif;ngembangin teknologi baterainya lebih hemat
udah coba pake handphone ini seharian tanpa ngecharge waw juga sama kemampuan konsumsi dayanya yg lebih kecil;baterai positif;udah coba handphone seharian tanpa charge waw kemampuan konsumsi dayanya lebih kecil
boros banget baterainya, masa kudu ngecas berkali kali sih;baterai negatif;boros sekali baterainya kudu charge berkali sekali
harus banget bawa powerbank kemana mana ini mah, baterainya ga oke;baterai negatif;harus sekali bawa powerbank kemana mah baterainya tidak oke
kenapa sih iphone tuh baterainya ga pernah bertahan lama;baterai negatif;tuh baterainya tidak bertahan lama
baterai nya boros, ga cocok buat orang yang pekerjaannya banyak menggunakan handphone;baterai negatif;baterai boros tidak cocok orang pekerjaannya handphone
ngecharge nya butuh watu lama ini iphone 11;baterai negatif;charge butuh watu lama
ga keren banget masa charger bawaannya belum fast charging;baterai negatif;tidak keren sekali charger bawaannya belum cepat charger
yaelah belum fast charging, lama nih kalo ngecharge pake charger bawaan, masa kudu beli charger yg lain lagi sih;baterai negatif;yaelah belum cepat charger lama charge charger bawaan kudu beli charger
butuh waku lama buat ngecharge kalo pake charger bawaan, daya nya masih kecil;baterai negatif;butuh waku lama charge charger bawaan daya masih kecil
udah mahal begini masa chargernya blm fast charging sih, kecewa dah;baterai negatif;udah mahal chargernya belum cepat charger kecewa
kapasitas baterainya masih kalah dibanding produk lain yang lebih murah;baterai negatif;kapasitas baterainya masih kalah dibanding produk lebih murah
