Tweet;label;Tweet_Parsed
lucu banget bagus suka sama warna iphone 11;general positif;bagus sekali bagus suka sama warna  
bentuknya bagus suka sama bentuk iphone;general positif;bentuknya bagus suka sama bentuk 
speaker nya mantap coy suaranya jernih keren iphone;general positif;speaker  mantap coy suaranya jernih keren 
layarnya jernih cocok buat nonton anime pake iphone;general positif;layarnya jernih cocok buat nonton anime menggunakan 
suka deh sama warna iphone x;general positif;suka  sama warna  
termasuk murah sih harga iphone mah sesuai sama kualitas;harga positif;termasuk murah  harga  mah sesuai sama kualitas
kualitas bagus harganya ya sesuai lah untuk iphone;harga positif;kualitas bagus harganya  sesuai lah untuk 
bagi gua sih iphone murah ya kualitas juga oke jadi harganya pas lah;harga positif;bagi aku   murah  kualitas juga oke jadi harganya saat lah
harga iphone emang udah paling pas;harga positif;harga  memang udah paling saat
murah kok harganya cuma nabung 3 bulan juga udah kebeli iphone;harga positif;murah kok harganya cuma nabung bulan juga udah kebeli 
kualitas oke harga juga pas mantap iphone;harga positif;kualitas oke harga juga saat mantap 
cari hp berkualitas dan harga terjangkau ya iphone;harga positif;cari  berkualitas dan harga terjangkau  
ayo buruan beli iphone mumpung harganya murah haha;harga positif; buruan beli  mumpung harganya murah 
pas kok harga sama kualitas kalo untuk iphone;harga positif; saat kok harga sama kualitas kalau untuk 
ram bagus cpu bagus iphone mantap;spesifikasi positif;ram bagus cpu bagus  mantap
cpu bagus nih iphone;spesifikasi positif;cpu bagus  
iphone spesifikasinya bagus sih enak pakenya;spesifikasi positif; spesifikasinya bagus  enak pakenya
butuh spek bagus buat hp ya iphone;spesifikasi positif;butuh spek bagus buat   
mau hp spek bagus ya jelas iphone;spesifikasi positif;mau  spek bagus  jelas 
spesifikasi iphone bagus banget terbaik;spesifikasi positif;spesifikasi  bagus sekali terbaik
hp yang speknya bagus ya iphone lah;spesifikasi positif;  speknya bagus   lah
iphone speknya lebih bagus daripada samsung;spesifikasi positif; speknya lebih bagus daripada samsung
iphone speknya bagus gak kayak hp lain;spesifikasi positif; speknya bagus tidak kayak  lain
kamera iphone burem mending dslr;kamera negatif;kamera  burem lebih baik dslr
kamera iphone susah fokus jelek ah;kamera negatif;kamera  susah fokus jelek ah
beli iphone karena kameranya tapi ternyata bikin kecewa;kamera negatif;beli  karena kameranya tapi ternyata membuat kecewa
kamera iphone mah jelek;kamera negatif;kamera  mah jelek
bagus baterai nya awet nih iphone;baterai positif;bagus baterai  awet  
baterainya awet kok bagus juga iphone;baterai positif;baterainya awet kok bagus juga 
baterai iphone awet kayak baterai abc;baterai positif;baterai  awet kayak baterai abc
baterai bisa seharian kok bagus iphone;baterai positif;baterai bisa seharian kok bagus 
baterai terbaik ya iphone;baterai positif;baterai terbaik  
baterai bagus dan awet ya cuma iphone;baterai positif;baterai bagus dan awet  cuma 
baterai awet nan bagus emang iphone doang sih;baterai positif;baterai awet nan bagus memang   
iphone emang baterainya terbaik sih;baterai positif; memang baterainya terbaik 
iphone baterai ampas cepet abis;baterai negatif; baterai ampas cepat abis
iphone baterainya kayak tai;baterai negatif; baterainya kayak tai
baterai iphone kayak anjing;baterai negatif;baterai  kayak anjing
baterai iphone bangsat anjing tai babi;baterai negatif;baterai  bangsat anjing tai 
baterai iphone boros bangsat;baterai negatif;baterai  boros bangsat
ukurannya ideal banget jadi enak pas digenggam;general positif;ukurannya ideal sekali jadi enak saat digenggam
cakep banget warna hp nya;general positif;bagus sekali warna  
layar nya enak dan nyaman buat nonton film atau youtube;general positif;layar  enak dan nyaman buat nonton film atau youtube
buat main oke banget sih desainnya;general positif;buat main oke sekali  desainnya
desain iphone 11 ini emang bagus banget pantes banyak peminat;general positif;desain  ini memang bagus sekali pantes banyak peminat
warna hitam nya cool banget;general positif;warna hitam  cool sekali
bisa dibilang iphone 11 ini ideal banget dari desain dan fitur nya;general positif;bisa dibilang  ini ideal sekali dari desain dan fitur 
pilihan warna nya sangat menarik sampai bingung memilihnya;general positif;pilihan warna  sangat menarik sampai bingung memilihnya
desain nya premium banget saya suka;general positif;desain  premium sekali saya suka
bentuknya desainnya bagus banget simpel tapi keren;general positif;bentuknya desainnya bagus sekali simpel tapi keren
hp nya lumayan berat jadi gak bisa main permainan terlalu lama;general negatif;  lumayan berat jadi tidak bisa main permainan terlalu lama
masalah iphone 11 tuh hp nya agak berat ya;general negatif;masalah  tuh   agak berat 
agak kurang sih menurut saya layar nya;general negatif;agak kurang  menurut saya layar 
menurut saya kegedean sih layarnya;general negatif;menurut saya kegedean  layarnya
ukurannya gede jadi gak bisa masuk saku;general negatif;ukurannya besar jadi tidak bisa masuk saku
menyesal beli iphone 11 sebab super berat untuk tangan saya;general negatif;menyesal beli  karena super berat untuk tangan saya
desain hp nya mengkilap jadi gampang keliatan kalau ada lecet;general negatif;desain   mengkilap jadi gampang keliatan kalau ada lecet
poni di atas layar mengganggu banget;general negatif;poni di atas layar mengganggu sekali
lebih suka android dah daripada iphone;general negatif;lebih suka android  daripada 
iphone tuh terlalu eksklusif jadi susah nyambung kemanamana ga kaya android;general negatif; tuh terlalu eksklusif jadi susah nyambung kemanamana tidak kaya android
wajar sih harga segini karena emang bagus banget;harga positif;wajar  harga segini karena memang bagus sekali
gak menyesal beli iphone dengan harga segitu;harga positif;tidak menyesal beli  dengan harga segitu
harganya wajar itung itung investasi;harga positif;harganya wajar itung itung investasi
asli emang bener hp ini sesuai dengan harganya mantap emang;harga positif;asli memang benar  ini sesuai dengan harganya mantap memang
harga nya setimpal untuk pemakaian jangka lama;harga positif;harga  setimpal untuk pemakaian jangka lama
iPhone X kini jauh lebih murah;harga positif;  kini jauh lebih murah
harga iphone x sudah lebih terjangkau;harga positif;harga   sudah lebih terjangkau
gue tiap tahun beli iphone tapi isi dompet gue masih aman ko;harga positif;gue tiap tahun beli  tapi isi dompet gue masih aman 
puas banget sih harga segini apalagi dipake buat bisnis ga lemot;harga positif;puas sekali  harga segini apalagi digunakan buat bisnis tidak lambat
menurut gue harga iphone tuh sesuai sama kualitasnya;harga positif;menurut gue harga  tuh sesuai sama kualitasnya
harganya lumayan mahal sih untuk rakyat jelata kaya aku;harga negatif;harganya lumayan mahal  untuk rakyat jelata kaya aku
emang mahal sih hp dengan harga segini;harga negatif;memang mahal   dengan harga segini
harganya masih tetap mahal walaupun varian termurah;harga negatif;harganya masih tetap mahal walaupun varian termurah
ga sanggup beli iphone 11 cuma bisa liat ulasannya aja;harga negatif;tidak sanggup beli  cuma bisa liat ulasannya 
nabung satu abad baru bisa beli iphone 11;harga negatif;nabung satu abad baru bisa beli  
harga iphone x sulit diterima akal;harga negatif;harga   sulit diterima akal
iphone 11 masih kemahalan banget padahal kualitasnya gak jauh beda sama iphone x;harga negatif; masih kemahalan sekali padahal kualitasnya tidak jauh beda sama  
harganya mahal bikin ciut untuk membeli;harga negatif;harganya mahal membuat ciut untuk membeli
salah satu kelemahannya adalah harganya yang sangat mahal;harga negatif;salah satu kelemahannya adalah harganya  sangat mahal
kapan lagi coba gua jual ginjal demi boba alias iphone11;harga negatif;kapan lagi coba aku jual ginjal demi boba alias  
speknya mantap banget main pubg ga lemot;spesifikasi positif;speknya mantap sekali main pubg tidak lambat
sistem operasinya bagus banget;spesifikasi positif;sistem operasinya bagus sekali
speknya bagus jadi enak banget buat main game dan buat kerja;spesifikasi positif;speknya bagus jadi enak sekali buat main game dan buat kerja
suka banget ios pasti premium kualitasnya;spesifikasi positif;suka sekali ios pasti premium kualitasnya
puas banget sistem operasinya lebih kencang dan bebas hambatan;spesifikasi positif;puas sekali sistem operasinya lebih kencang dan bebas hambatan
operasinya lancar banget membantu bisnis saya;spesifikasi positif;operasinya lancar sekali membantu bisnis saya
sistem operasi nya nyaman banget dipake dan ga lemot;spesifikasi positif;sistem operasi  nyaman sekali digunakan dan tidak lambat
selalu lancar jaya dan nyaman banget gak pernah lemot;spesifikasi positif;selalu lancar jaya dan nyaman sekali tidak pernah lambat
performa iphone x mumpuni banget gak usah diragukan lagi;spesifikasi positif;performa   mumpuni sekali tidak usah diragukan lagi
spesifikasi iphone x lebih unggul dari segi performa;spesifikasi positif;spesifikasi   lebih unggul dari segi performa
kecewa karena gak ada pemindai sidik jari;spesifikasi negatif;kecewa karena tidak ada pemindai sidik jari
RAM kecil banget kapasitasnya;spesifikasi negatif;ram kecil sekali kapasitasnya
ya sayangnya kaga ada memori eksternal;spesifikasi negatif; sayangnya kaga ada memori eksternal
kecewa banget beberapa fitur dihilangkan oleh iphone;spesifikasi negatif;kecewa sekali beberapa fitur dihilangkan oleh 
kenapa kalo mau upgrade storage di icloud harus bayar;spesifikasi negatif;kenapa kalau mau upgrade storage di icloud harus bayar
gaada tempat buat sd card ga kaya android;spesifikasi negatif;tidak tempat buat sd card tidak kaya android
ribet banget harus pake splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;spesifikasi negatif;ribet sekali harus menggunakan splitter soalnya gabisa charge dan dengerin lagu secara bersamaan
kenapa sih pemindai sidik jarinya diilangin padahal hari gini kan pake masker mulu jadi ribet kalo pake pemindai wajah;spesifikasi negatif;kenapa  pemindai sidik jarinya diilangin padahal hari seperti kan menggunakan masker mulu jadi ribet kalau menggunakan pemindai wajah
sumpah ya kenapa iphone tuh ukuran RAM nya segede semut;spesifikasi negatif;  kenapa  tuh ukuran ram  segede semut
tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil;spesifikasi negatif;tibatiba disuruh install aplikasi absen sama sekolah tapi di  gabisa soalnya ram  kecil
kamera nya cepet banget autofokus keren banget deh;kamera positif;kamera  cepat sekali autofokus keren sekali 
hasil fotonya lebih bagus daripada versi sebelumnya;kamera positif;hasil fotonya lebih bagus daripada versi sebelumnya
keren deh kamera nya walaupun minim cahaya tetep memuaskan banget hasil fotonya terang dan jelas;kamera positif;keren  kamera  walaupun minim cahaya tetep memuaskan sekali hasil fotonya terang dan jelas
Wow bisa bikin video keren pake kamera depan;kamera positif;wow bisa membuat video keren menggunakan kamera depan
hasil foto pake kamera iphone 11 bagus banget kaya pake kamera dslr;kamera positif;hasil foto menggunakan kamera  bagus sekali kaya menggunakan kamera dslr
kamera nya keren abis;kamera positif;kamera  keren abis
buat foto jarak jauh mantap banget ga burem sama sekali;kamera positif;buat foto jarak jauh mantap sekali tidak burem sama sekali
kalo soal kamera gak usah ragu lagi sama iphone;kamera positif;kalau soal kamera tidak usah ragu lagi sama 
hasil foto udah kaya pake kamera level profesional;kamera positif;hasil foto udah kaya menggunakan kamera level profesional
kameranya super bagus hasilnya kaya dilihat pake mata langsung;kamera positif;kameranya super bagus hasilnya kaya dilihat menggunakan mata langsung
kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;kamera negatif;kalau mau foto jarak dekat kurang bagus  lensa kamera 
banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea;kamera negatif;banyak  ngeluh bentuk kamera  kaya minuman bubble milk tea
ribet dah kalo selfie pake iphone harus pake filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;kamera negatif;ribet  kalau foto menggunakan  harus menggunakan filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya
gampang lecet kamera nya;kamera negatif;gampang lecet kamera 
kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning gitu aneh;kamera negatif;kamera ip tuh hasil fotonya tuh warnanya jadi lebih kuning begitu aneh
hasil foto iphone 11 kurang bagus kalo gak ada cahaya matahari;kamera negatif;hasil foto  kurang bagus kalau tidak ada cahaya matahari
bagusan kamera samsung kemanamana daripada iphone x;kamera negatif;bagusan kamera samsung kemanamana daripada  
kamera swafoto iphone 11 kurang mantap nih autofokusnya;kamera negatif;kamera swafoto  kurang mantap  autofokusnya
tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10;kamera negatif;tingkat eksposur kamera ip kurang sempurna dibandingkan samsung s 
kalo foto didalem ruangan hasilnya kurang mantap nih;kamera negatif;kalau foto didalem ruangan hasilnya kurang mantap 
mantap deh baterai nya lebih hemat dari versi sebelumnya;baterai positif;mantap  baterai  lebih hemat dari versi sebelumnya
pas awal pake tuh baterai hemat banget bisa tahan seharian;baterai positif; saat awal menggunakan tuh baterai hemat sekali bisa tahan seharian
baterainya tahan lama banget;baterai positif;baterainya tahan lama sekali
baterai iphone 11 gue masih aman ko walaupun dipake sepuluh jam nonton video;baterai positif;baterai  gue masih aman  walaupun digunakan sepuluh jam nonton video
lumayan awet sih baterenya dipake main pubg berjam jam;baterai positif;lumayan awet  baterenya digunakan main pubg berjam jam
gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya;baterai positif;gue tepuk tangan  batere  ada peningkatan dibanding versi sebelumnya
baterenya ga seburuk kata orangorang ko asal elu pakenya jangan jorok aja;baterai positif;baterenya tidak seburuk kata orangorang  asal elu pakenya jangan jorok 
enaknya ip11 tuh pas charge lumayan cepet penuh nya;baterai positif;enaknya ip tuh saat charge lumayan cepat penuh 
kalo charge nya pake charger iphone yang sesuai mah pasti cepet penuh koo baterenya;baterai positif;kalau charge  menggunakan charger   sesuai mah pasti cepat penuh koo baterenya
baterenya awet sih ga cepet kembung gitu;baterai positif;baterenya awet  tidak cepat kembung begitu
sumpah ya charge hp lama banget keburu gajah bertelur;baterai negatif;  charge  lama sekali keburu gajah bertelur
lama banget bisa naik haji dulu kali yaa nunggu baterai penuh;baterai negatif;lama sekali bisa naik haji dulu sekali yaa nunggu baterai penuh
makin lama dipake makin cepet habis baterainya;baterai negatif;makin lama digunakan makin cepat habis baterainya
menurut aku baterai nya kurang awet;baterai negatif;menurut aku baterai  kurang awet
pengisian baterai hp tergolong lama;baterai negatif;pengisian baterai  tergolong lama
baterai nya ga bisa dicopot;baterai negatif;baterai  tidak bisa dicopot
satu hal yang agak mengecewakan adalah baterainya yang kurang awet;baterai negatif;satu hal  agak mengecewakan adalah baterainya  kurang awet
batere iphone tuh jelek banget;baterai negatif;batere  tuh jelek sekali
batere iphone ga seawet samsung apalagi sekarang covid sering main hp jadi boros banget;baterai negatif;batere  tidak seawet samsung apalagi sekarang covid sering main  jadi boros sekali
ga awet bgt dah kalo gue pake iphone bisa dua sampe tiga kali charger dalam sehari;baterai negatif;tidak awet sekali  kalau gue menggunakan  bisa dua sampe tiga sekali charger dalam sehari
wah bagus ini handphone pantas aja banyak yang nungguin;general positif;wah bagus ini handphone pantas  banyak  nungguin
ga sia sia nungguin banget ip11 rilis keren bgt ternyata;general positif;tidak kamu kamu nungguin sekali ip rilis keren sekali ternyata
ukurannya ideal ya ga kegedean;general positif;ukurannya ideal  tidak kegedean
pilihan warnanya gemes gemes banget;general positif;pilihan warnanya gemes gemes sekali
mewah yang ga lebay gitu nih ip11 asik;general positif;mewah  tidak lebay begitu  ip asik
I'm so in love with this phone;general positif;i m so in love with this 
so good for gaming;general positif;so good untuk gaming
saatnya beralih ke ip11, bye handphone lama;general positif;saatnya beralih ke ip bye handphone lama
setelah baca baca review nya, hm lumayan juga jadi tertarik nih buat beli;general positif;setelah baca baca review  hm lumayan juga jadi tertarik  buat beli
suka banget sama yang warna hijau, harus punya;general positif;suka sekali sama  warna hijau harus punya
ga suka ah mending beli merk lain aja;general negatif;tidak suka ah lebih baik beli merk lain 
desainnya masih sama aja kaya yg sebelum sebelumnya bosan;general negatif;desainnya masih sama  kaya  sebelum sebelumnya bosan
kurang suka sama desain nya, masih kegedean, kenapa ga lebih slim;general negatif;kurang suka sama desain  masih kegedean kenapa tidak lebih slim
buat apasih make iphone, sistem operasinya ribet apalagi buat yg ga biasa pakai;general negatif;buat apasih make  sistem operasinya ribet apalagi buat  tidak biasa pakai
upgradenya ga terlalu banyak sih dibanding produk sebelumnya, ga terllau worth sih ya sepertinya;general negatif;upgradenya tidak terlalu banyak  dibanding produk sebelumnya tidak terllau sebanding   sepertinya
yaampun ip11 ga ada charger ga ada earphone nya dong, hft banget;general negatif;yaampun ip tidak ada charger tidak ada earphone   hft sekali
kenapa charger dan earphonenya ga include sih, percuma aja spesifikasi mantep, tapi part yg cukup pentingnya ga ada;general negatif;kenapa charger dan earphonenya tidak include  percuma  spesifikasi mantep tapi part  cukup pentingnya tidak ada
ga pernah tertarik buat beli iphone deh sampai sekarang;general negatif;tidak pernah tertarik buat beli   sampai sekarang
ip11 biasa aja sih menurut gue, kenapa pada bilang waw banget ya;general negatif;ip biasa   menurut gue kenapa pada bilang waw sekali 
belum minat buat beli nih iphone 11, masih jelek menurut gue;general negatif;belum minat buat beli   masih jelek menurut gue
harganya affordabe banget buat experience yg luar biasa;harga positif;harganya affordabe sekali buat experience  luar biasa
harganya okelah ya buat spesifikasi kaya gini;harga positif;harganya okelah  buat spesifikasi kaya seperti
terjangkau sih menurut gue harganya iphone 11 ini, sesuai sama spec;harga positif;terjangkau  menurut gue harganya  ini sesuai sama spesifikasi
ada harga ada rupa ya coi, bagus sih ini produknya worth it buat harga segitu;harga positif;ada harga ada rupa  coi bagus  ini produknya sebanding it buat harga segitu
harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan;harga positif;harga ip sesuai lah  dengan kemampuan  handphone ini bisa tunjukkan
harganya ga mahal kok utnuk kualitas sebagus ini, kalo ada yg bilang mahal emang lu aja yg ga mampu beli;harga positif;harganya tidak mahal kok utnuk kualitas sebagus ini kalau ada  bilang mahal memang kamu   tidak mampu beli
wah harganya cuma segitu? buat kualitas seperti ini? super worth it;harga positif;wah harganya cuma segitu buat kualitas seperti ini super sebanding it
ini hitungannya harganya masih murah sih untuk produk sebagus ini;harga positif;ini hitungannya harganya masih murah  untuk produk sebagus ini
iphone11, harganya sesuai kok sama spesifikasi dan produknya;harga positif; harganya sesuai kok sama spesifikasi dan produknya
harganya sesuai sama apa yang bakalan kita dapat, ga nyesel gais;harga positif;harganya sesuai sama apa  bakalan kita dapat tidak menyesal gais
Mahal banget sih ini ip11 buat produk kaya begini doang, masih banyak yg lebih murah;harga negatif;mahal sekali  ini ip buat produk kaya begini  masih banyak  lebih murah
ga worth it banget harganya;harga negatif;tidak sebanding it sekali harganya
buat apasih beli iphone mahal mahal, masih banyak produk yg lain yg lebih murah tapi tetap bagus;harga negatif;buat apasih beli  mahal mahal masih banyak produk  lain  lebih murah tapi tetap bagus
ini sih terlalu mahal buat handphone doang;harga negatif;ini  terlalu mahal buat handphone 
ga minat buat beli nih ip11 apalagi harganya selangit;harga negatif;tidak minat buat beli  ip apalagi harganya selangit
kenapa sih harga produk apple tuh mahal mahal banget;harga negatif;kenapa  harga produk  tuh mahal mahal sekali
harganya ga affordable, sorry apple;harga negatif;harganya tidak affordable sorry 
apa harganya gabisa lebih murah ya, sebagus apasih sampai harganya segitu banget;harga negatif;apa harganya gabisa lebih murah  sebagus apasih sampai harganya segitu sekali
terlalu mahal ini harganya, ga bisa lebih murah apa iphone11;harga negatif;terlalu mahal ini harganya tidak bisa lebih murah apa  
mending beli produk lain yang harganya lebih terjangkau tapi kualitasnya ga kalah jauh;harga negatif;lebih baik beli produk lain  harganya lebih terjangkau tapi kualitasnya tidak kalah jauh
keren juga nih ip11 pake ios terbaru;spesifikasi positif;keren juga  ip menggunakan ios terbaru
spesifikasinya asik nyaman buat dipake ngegame;spesifikasi positif;spesifikasinya asik nyaman buat digunakan ngegame
chipset yang ada di ip11 ini bikin performanya jauh lebih enteng dibanding iphone sebelum-sebelumnya;spesifikasi positif;chipset  ada di ip ini membuat performanya jauh lebih enteng dibanding  sebelum sebelumnya
apple processor is better than any android out there;spesifikasi positif; processor is lebih baik than any android out there
wahh mantap nih spesifikasinya iphone 11;spesifikasi positif;wahh mantap  spesifikasinya  
ga heran sih nih iphone11 mantap, toh iosnya make yang terbaru;spesifikasi positif;tidak heran    mantap toh iosnya make  terbaru
spesifikasi iphone11 mantap banget bisa dipake buat nyelam dengan aman;spesifikasi positif;spesifikasi  mantap sekali bisa digunakan buat nyelam dengan aman
suka banget sama spesifikasinya ga nyesel beli;spesifikasi positif;suka sekali sama spesifikasinya tidak menyesal beli
performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini;spesifikasi positif;performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip ini
belum ada yang bisa nandingin processor yang dipunya apple;spesifikasi positif;belum ada  bisa nandingin processor  dipunya 
pilihan ram nya dikit banget, harusnya bisa lebih bervariasi;spesifikasi negatif;pilihan ram  dikit sekali harusnya bisa lebih bervariasi
kenapa ram nya cuma 4gb pengen yang lebih;spesifikasi negatif;kenapa ram  cuma gb menginginkan  lebih
spesifikasinya masih kurang sih kalo menurut gue apalagi harganya juga mahal;spesifikasi negatif;spesifikasinya masih kurang  kalau menurut gue apalagi harganya juga mahal
masa ga ada fitur NFC nya sih percuma aja harga mahal tapi ga punya fitur yang lagi tren;spesifikasi negatif;masa tidak ada fitur nfc   percuma  harga mahal tapi tidak punya fitur  lagi tren
belum support 5g masih jelek;spesifikasi negatif;belum mendukung g masih jelek
spesifikasinya ga beda jauh sama produk sebelumnya masih biasa aja cenderung jelek;spesifikasi negatif;spesifikasinya tidak beda jauh sama produk sebelumnya masih biasa  cenderung jelek
belum ada fitur buat usb type c huh masih jelek;spesifikasi negatif;belum ada fitur buat usb type c huh masih jelek
masih bnayak yang kurang nih spesifikasinya, belum terlalu oke;spesifikasi negatif;masih bnayak  kurang  spesifikasinya belum terlalu oke
apple ga up to date, masa belum support 5g sih;spesifikasi negatif; tidak up  date masa belum mendukung g 
yah masih 4g coy, gausah dibeli lah, masih jelek;spesifikasi negatif; masih g coy gausah dibeli lah masih jelek
wah ancur bgt nih ip11 kameranya auto mulus;kamera positif;wah ancur sekali  ip kameranya auto mulus
suka banget hasil pengambilan kameranya;kamera positif;suka sekali hasil pengambilan kameranya
fitur autofokusnya cakep banget cuy;kamera positif;fitur autofokusnya bagus sekali cuy
ip11 ini kameranya aku suka banget, hasilnya bagus;kamera positif;ip ini kameranya aku suka sekali hasilnya bagus
satu satunya alasan gue cinta bgt sama ip11 kameranya waw amazing;kamera positif;satu satunya alasan gue cinta sekali sama ip kameranya waw amazing
fitur night mode nya lumayan bgt dipake buat jepret jepret malem malem;kamera positif;fitur night mode  lumayan sekali digunakan buat jepret jepret malem malem
hasil fotonya bagus banget sih, mendukung keestetikan gue;kamera positif;hasil fotonya bagus sekali  mendukung keestetikan gue
kameranya oke, dipake buat foto dan video bagus;kamera positif;kameranya oke digunakan buat foto dan video bagus
semenjak pake ip11 makin suka selfie deh kameranya bagus haha;kamera positif;semenjak menggunakan ip makin suka foto  kameranya bagus 
ga salah beli nih, kameranya gue suka;kamera positif;tidak salah beli  kameranya gue suka
jelek banget fitur night mode kamera nya banyak noise;kamera negatif;jelek sekali fitur night mode kamera  banyak noise
kameranya jelek kalo mau ngezoom pecah;kamera negatif;kameranya jelek kalau mau ngezoom pecah
ga worth it sih kameranya, mendingan beli produk lain;kamera negatif;tidak sebanding it  kameranya mendingan beli produk lain
kameranya kurang banyak, ga memuaskan;kamera negatif;kameranya kurang banyak tidak memuaskan
ah iphone 11 kameranya kurang baik dibanding yg lain;kamera negatif;ah  kameranya kurang baik dibanding  lain
kamera nya ga terlalu bagus sih, kalo dipake buat moto malam hasilnya jelek;kamera negatif;kamera  tidak terlalu bagus  kalau digunakan buat moto malam hasilnya jelek
masih banyak produk lain yang kameranya lebih bagus dari ip11 nih, ga worth sih;kamera negatif;masih banyak produk lain  kameranya lebih bagus dari ip  tidak sebanding 
kameranya kalo dipake buat foto indoor dgn pencahayaan yg kurang bad banget sih;kamera negatif;kameranya kalau digunakan buat foto indoor dengan pencahayaan  kurang bad sekali 
noise banget asli kalo dipake foto indoor malem malem, jelek;kamera negatif;noise sekali asli kalau digunakan foto indoor malem malem jelek
kameranya masih jelek, masih banyak handphone murah yang kameranya good;kamera negatif;kameranya masih jelek masih banyak handphone murah  kameranya good
the battery is good cukup bertahan;baterai positif; baterai is good cukup bertahan
lumayan kuat sih yang ini baterainya untuk intensitas pemakaian yang cukup tinggi;baterai positif;lumayan kuat   ini baterainya untuk intensitas pemakaian  cukup tinggi
aman sih ini baterainya, apalagi ada teknologi wireless charge;baterai positif;aman  ini baterainya apalagi ada teknologi wireless charge
chipsetnya mantap banget jadi bikin iphone 11 hemat baterai;baterai positif;chipset mantap sekali jadi membuat  hemat baterai
iphone11 ini menggunakan chipset terkuat dan tercepat jadi sangat hemat baterai;baterai positif; ini menggunakan chipset terkuat dan tercepat jadi sangat hemat baterai
buat iphone 11 ini apple udah mengembangkan teknologi khusus yang bisa menekan pengonsumsian baterai jadi sepertinya jauh lebih hemat dari produk sebelumnya;baterai positif;buat  ini  udah mengembangkan teknologi khusus  bisa menekan pengonsumsian baterai jadi sepertinya jauh lebih hemat dari produk sebelumnya
ip11 ini punya teknologi yang bisa menekan penggunaan daya sistem jadi walaupun kapasitasnya sedikit baterainya cukup tahan lama lho;baterai positif;ip ini punya teknologi  bisa menekan penggunaan daya sistem jadi walaupun kapasitasnya sedikit baterainya cukup tahan lama lho
dibandingkan produk sebelumnya, produk apple yang ini baterai nya cukup tahan;baterai positif;dibandingkan produk sebelumnya produk   ini baterai  cukup tahan
akhirnya apple ngembangin teknologi yang bikin baterainya lebih hemat;baterai positif;akhirnya  ngembangin teknologi  membuat baterainya lebih hemat
udah coba pake handphone ini seharian tanpa ngecharge waw juga sama kemampuan konsumsi dayanya yg lebih kecil;baterai positif;udah coba menggunakan handphone ini seharian tanpa charge waw juga sama kemampuan konsumsi dayanya  lebih kecil
boros banget baterainya, masa kudu ngecas berkali kali sih;baterai negatif;boros sekali baterainya masa kudu charge berkali sekali 
harus banget bawa powerbank kemana mana ini mah, baterainya ga oke;baterai negatif;harus sekali bawa powerbank kemana mana ini mah baterainya tidak oke
kenapa sih iphone tuh baterainya ga pernah bertahan lama;baterai negatif;kenapa   tuh baterainya tidak pernah bertahan lama
baterai nya boros, ga cocok buat orang yang pekerjaannya banyak menggunakan handphone;baterai negatif;baterai  boros tidak cocok buat orang  pekerjaannya banyak menggunakan handphone
ngecharge nya butuh watu lama ini iphone 11;baterai negatif;charge  butuh watu lama ini  
ga keren banget masa charger bawaannya belum fast charging;baterai negatif;tidak keren sekali masa charger bawaannya belum cepat charger
yaelah belum fast charging, lama nih kalo ngecharge pake charger bawaan, masa kudu beli charger yg lain lagi sih;baterai negatif;yaelah belum cepat charger lama  kalau charge menggunakan charger bawaan masa kudu beli charger  lain lagi 
butuh waku lama buat ngecharge kalo pake charger bawaan, daya nya masih kecil;baterai negatif;butuh waku lama buat charge kalau menggunakan charger bawaan daya  masih kecil
udah mahal begini masa chargernya blm fast charging sih, kecewa dah;baterai negatif;udah mahal begini masa chargernya belum cepat charger  kecewa 
kapasitas baterainya masih kalah dibanding produk lain yang lebih murah;baterai negatif;kapasitas baterainya masih kalah dibanding produk lain  lebih murah
