Tweet;label;Tweet_Parsed_1;Tweet_Parsed_2;Tweet_Parsed_3;Tweet_Parsed_4;Tweet_Parsed_5
Leaks iPhone 12, ukurannya lebih kecil daripada iPhone 8 / SE (new) tapi kamera seri Pronya boi, GUEDE BANGET iPhone 11 Pro kameranya keliatan kecil. Ga ada power adapter sama earpod, cuma dapet kabelnya doang. Plus Apple Chip A14 is like 3-5 times better than the currrent A13;kamera negatif;Leaks iPhone 12, ukurannya lebih kecil daripada iPhone 8 / SE (new) tapi kamera seri Pronya boi, GUEDE BANGET iPhone 11 Pro kameranya keliatan kecil. Ga ada power adapter sama earpod, cuma dapet kabelnya doang. Plus Apple Chip A14 is like 3-5 times better than the currrent A13;leaks iphone 12, ukurannya lebih kecil daripada iphone 8 / se (new) tapi kamera seri pronya boi, guede banget iphone 11 pro kameranya keliatan kecil. ga ada power adapter sama earpod, cuma dapet kabelnya doang. plus apple chip a14 is like 3-5 times better than the currrent a13;leaks iphone 12 ukurannya lebih kecil daripada iphone 8 se new tapi kamera seri pronya boi guede banget iphone 11 pro kameranya keliatan kecil ga ada power adapter sama earpod cuma dapet kabelnya doang plus apple chip a14 is like 3 5 times better than the currrent a13;  ukurannya lebih kecil daripada  se baru tapi kamera seri pronya  besar sekali   kameranya keliatan kecil tidak ada power adapter sama earpod cuma dapet kabelnya  plus  chip a is suka times lebih baik than  currrent a ;  ukur lebih kecil daripada  se baru tapi kamera seri pro  besar sekali   kamera liat kecil tidak ada power adapter sama earpod cuma dapet kabel  plus  chip a is suka times lebih baik than  currrent a 
Iphone 11 lh, battery dia tahan sikit;baterai positif;Iphone 11 lh, battery dia tahan sikit;iphone 11 lh, battery dia tahan sikit;iphone 11 lh battery dia tahan sikit;  baterai dia tahan sedikit;  baterai dia tahan sedikit
"Kenapa ya walaupun hampir 20juta kalo cuma android ga dihargai gitu? Kemaren waktu foto pilihan ada samsung S20 ultimate sama iphone 11 pro max, dibilang ""pake hape kamu aja kan kameranya paling cantik"" bilangin yang iphone. Padahal yang samsung kameranya bagus juga. Sedih aku tu";kamera positif;Kenapa ya walaupun hampir 20juta kalo cuma android ga dihargai gitu? Kemaren waktu foto pilihan ada samsung S20 ultimate sama iphone 11 pro max, dibilang pake hape kamu aja kan kameranya paling cantik bilangin yang iphone. Padahal yang samsung kameranya bagus juga. Sedih aku tu;kenapa ya walaupun hampir 20juta kalo cuma android ga dihargai gitu? kemaren waktu foto pilihan ada samsung s20 ultimate sama iphone 11 pro max, dibilang pake hape kamu aja kan kameranya paling cantik bilangin yang iphone. padahal yang samsung kameranya bagus juga. sedih aku tu;kenapa ya walaupun hampir 20juta kalo cuma android ga dihargai gitu kemaren waktu foto pilihan ada samsung s20 ultimate sama iphone 11 pro max dibilang pake hape kamu aja kan kameranya paling cantik bilangin yang iphone padahal yang samsung kameranya bagus juga sedih aku tu;kenapa  walaupun hampir juta kalau cuma android tidak dihargai begitu kemaren waktu foto pilihan ada samsung s ultimate sama    dibilang menggunakan  kamu  kan kameranya paling cantik membicarakan   padahal  samsung kameranya bagus juga sedih aku itu;kenapa  walaupun hampir juta kalau cuma android tidak harga begitu kemaren waktu foto pilih ada samsung s ultimate sama    bilang guna  kamu  kan kamera paling cantik bicara   padahal  samsung kamera bagus juga sedih aku itu
dosenku iphone 11 ganti jd samsung s20 nder, brrti iphone bosenin wkwk;general negatif;dosenku iphone 11 ganti jd samsung s20 nder, brrti iphone bosenin wkwk;dosenku iphone 11 ganti jd samsung s20 nder, brrti iphone bosenin wkwk;dosenku iphone 11 ganti jd samsung s20 nder brrti iphone bosenin wkwk;dosenku  ganti jadi samsung s  berarti  membosankan ;dosen  ganti jadi samsung s  arti  bosan 
try pakai iphone 11 dulu bro, serius best camera dia huhu;kamera positif;try pakai iphone 11 dulu bro, serius best camera dia huhu;try pakai iphone 11 dulu bro, serius best camera dia huhu;try pakai iphone 11 dulu bro serius best camera dia huhu;coba pakai  dulu  serius baik kamera dia ;coba pakai  dulu  serius baik kamera dia 
Knp iphone 11 aku tiba2 blank dekat sejam, smpai aku terpaksa letak dlm beras sbb dia blank dan phone jd panas lepas sejam letak dlm beras phone nyala lepastu battery habis padahal sblm padam tu battery full kot..adakah ini normal??;baterai negatif,spesifikasi negatif;Knp iphone 11 aku tiba2 blank dekat sejam, smpai aku terpaksa letak dlm beras sbb dia blank dan phone jd panas lepas sejam letak dlm beras phone nyala lepastu battery habis padahal sblm padam tu battery full kot..adakah ini normal??;knp iphone 11 aku tiba2 blank dekat sejam, smpai aku terpaksa letak dlm beras sbb dia blank dan phone jd panas lepas sejam letak dlm beras phone nyala lepastu battery habis padahal sblm padam tu battery full kot..adakah ini normal??;knp iphone 11 aku tiba2 blank dekat sejam smpai aku terpaksa letak dlm beras sbb dia blank dan phone jd panas lepas sejam letak dlm beras phone nyala lepastu battery habis padahal sblm padam tu battery full kot adakah ini normal ;kenapa  aku tiba mati dekat sejam sampai aku terpaksa letak dalam beras karena dia mati dan  jadi panas setelah sejam letak dalam beras  nyala setelah baterai habis padahal sebelum mati itu baterai full kok adakah ini normal ;kenapa  aku tiba mati dekat jam sampai aku paksa letak dalam beras karena dia mati dan  jadi panas telah jam letak dalam beras  nyala telah baterai habis padahal belum mati itu baterai full kok ada ini normal 
Iyaaa kan. Cakep banget iPhone 11 Pro & 11 Pro Max Ã°Å¸Â¤Â©;general positif;Iyaaa kan. Cakep banget iPhone 11 Pro & 11 Pro Max Ã°Å¸Â¤Â©;iyaaa kan. cakep banget iphone 11 pro & 11 pro max ã°å¸â¤â©;iyaaa kan cakep banget iphone 11 pro 11 pro max ;iya kan bagus sekali     ;iya kan bagus sekali     
"Heran iphone11 memory cepet banget abis.. 

Kebetulan lagi hobby bikin video masak.. kadang ditengah masak memori abis.. bingung dan panik makanan bisa gagal.. 

Tapi setelah liat kualitas videonya bener2 unnecessary bagus dan alus banget.. terlalu canggih buat saya..";kamera positif,general negatif;Heran iphone11 memory cepet banget abis..   Kebetulan lagi hobby bikin video masak.. kadang ditengah masak memori abis.. bingung dan panik makanan bisa gagal..   Tapi setelah liat kualitas videonya bener2 unnecessary bagus dan alus banget.. terlalu canggih buat saya..;heran iphone11 memory cepet banget abis..   kebetulan lagi hobby bikin video masak.. kadang ditengah masak memori abis.. bingung dan panik makanan bisa gagal..   tapi setelah liat kualitas videonya bener2 unnecessary bagus dan alus banget.. terlalu canggih buat saya..;heran iphone11 memory cepet banget abis kebetulan lagi hobby bikin video masak kadang ditengah masak memori abis bingung dan panik makanan bisa gagal tapi setelah liat kualitas videonya bener2 unnecessary bagus dan alus banget terlalu canggih buat saya ;heran  memori cepat sekali abis kebetulan lagi suka membuat video masak kadang ditengah masak memori abis bingung dan panik makanan bisa gagal tapi setelah liat kualitas videonya bener tidak penting bagus dan alus sekali terlalu canggih buat saya ;heran  memori cepat sekali abis betul lagi suka buat video masak kadang tengah masak memori abis bingung dan panik makan bisa gagal tapi telah liat kualitas video bener tidak penting bagus dan alus sekali terlalu canggih buat saya 
android baterai nya tahan lama, iphone boros kcuali iphone 11;baterai positif;android baterai nya tahan lama, iphone boros kcuali iphone 11;android baterai nya tahan lama, iphone boros kcuali iphone 11;android baterai nya tahan lama iphone boros kcuali iphone 11;android baterai  tahan lama  boros kecuali  ;android baterai  tahan lama  boros kecuali  
"@iphonefess halo sore ka, mau nanya nih. iPhone 11 Pro Max ku kemarin kehabisan baterai, terus aku charger eh jadi lama banget. Seharian cuma masuk sekitar 40%. Lambang charging nyala, n semua normal ngga panas. Kira2 apanya ka?
Tolong dibantu ya, tks Ã°Å";baterai negatif;@iphonefess halo sore ka, mau nanya nih. iPhone 11 Pro Max ku kemarin kehabisan baterai, terus aku charger eh jadi lama banget. Seharian cuma masuk sekitar 40%. Lambang charging nyala, n semua normal ngga panas. Kira2 apanya ka? Tolong dibantu ya, tks Ã°Å;@iphonefess halo sore ka, mau nanya nih. iphone 11 pro max ku kemarin kehabisan baterai, terus aku charger eh jadi lama banget. seharian cuma masuk sekitar 40%. lambang charging nyala, n semua normal ngga panas. kira2 apanya ka? tolong dibantu ya, tks ã°å; iphonefess halo sore ka mau nanya nih iphone 11 pro max ku kemarin kehabisan baterai terus aku charger eh jadi lama banget seharian cuma masuk sekitar 40 lambang charging nyala n semua normal ngga panas kira2 apanya ka tolong dibantu ya tks ; iphonefess halo sore ka mau tanya     ku kemarin kehabisan baterai terus aku charger eh jadi lama sekali seharian cuma masuk sekitar lambang charger nyala n semua normal ngga panas kira apanya ka  dibantu  terimakasih ; iphonefess halo sore ka mau tanya     ku kemarin habis baterai terus aku charger eh jadi lama sekali hari cuma masuk sekitar lambang charger nyala n semua normal ngga panas kira apa ka  bantu  terimakasih 
iPhone 11. Chipsetnya kenceng, layar besar dan batterynya kuat karena resolusi displaynya rendah Ã°Å¸Ëâ   https://twitter.com/GamesMenfess/status/1274142447451295745ÃÂ Ã¢â¬Â¦;baterai positif, spesifikasi positif,general positif;iPhone 11. Chipsetnya kenceng, layar besar dan batterynya kuat karena resolusi displaynya rendah Ã°Å¸Ëâ     Ã¢â¬Â¦;iphone 11. chipsetnya kenceng, layar besar dan batterynya kuat karena resolusi displaynya rendah ã°å¸ëâ     ã¢â¬â¦;iphone 11 chipsetnya kenceng layar besar dan batterynya kuat karena resolusi displaynya rendah ; chipset kenceng layar besar dan baterai kuat karena resolusi layar rendah ; chipset kenceng layar besar dan baterai kuat karena resolusi layar rendah 
"Iphone x max bagus kameranya iphone 11 jg bagus hehehe ...
Gua selfie pake hp itu cakep.

Tp gua selfie pake hp gua ini jele Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£";kamera positif;Iphone x max bagus kameranya iphone 11 jg bagus hehehe ... Gua selfie pake hp itu cakep.  Tp gua selfie pake hp gua ini jele Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£;iphone x max bagus kameranya iphone 11 jg bagus hehehe ... gua selfie pake hp itu cakep.  tp gua selfie pake hp gua ini jele ã°å¸â¤â£ã°å¸â¤â£ã°å¸â¤â£;iphone x max bagus kameranya iphone 11 jg bagus hehehe gua selfie pake hp itu cakep tp gua selfie pake hp gua ini jele ;   bagus kameranya  juga bagus  aku foto menggunakan  itu bagus tapi aku foto menggunakan  aku ini jele ;   bagus kamera  juga bagus  aku foto guna  itu bagus tapi aku foto guna  aku ini jele 
iphone 11 promax kamera bgus hp bgus;kamera positif;iphone 11 promax kamera bgus hp bgus;iphone 11 promax kamera bgus hp bgus;iphone 11 promax kamera bgus hp bgus;  kamera bagus  bagus;  kamera bagus  bagus
Go for iPhone 11 and above. Samsung ni android paham2 la ahahhahah developer app selalu anak tirikan android, anak emaskan iPhone. Walaupun S20 flagship but application optimization for hardware tak seoptimum iPhone. Story ig akan tetap ada micro lag.;kamera positif,spesifikasi positif;Go for iPhone 11 and above. Samsung ni android paham2 la ahahhahah developer app selalu anak tirikan android, anak emaskan iPhone. Walaupun S20 flagship but application optimization for hardware tak seoptimum iPhone. Story ig akan tetap ada micro lag.;go for iphone 11 and above. samsung ni android paham2 la ahahhahah developer app selalu anak tirikan android, anak emaskan iphone. walaupun s20 flagship but application optimization for hardware tak seoptimum iphone. story ig akan tetap ada micro lag.;go for iphone 11 and above samsung ni android paham2 la ahahhahah developer app selalu anak tirikan android anak emaskan iphone walaupun s20 flagship but application optimization for hardware tak seoptimum iphone story ig akan tetap ada micro lag ;go untuk  dan above samsung ini android paham la  developer aplikasi selalu anak tirikan android anak emaskan  walaupun s flagship but application optimization untuk hardware tidak seoptimum  story ig akan tetap ada micro lag ;go untuk  dan above samsung ini android paham la  developer aplikasi selalu anak tiri android anak emas  walaupun s flagship but application optimization untuk hardware tidak optimum  story ig akan tetap ada micro lag 
pake iphone 11 kakak biar videonya makin cetar;kamera positif;pake iphone 11 kakak biar videonya makin cetar;pake iphone 11 kakak biar videonya makin cetar;pake iphone 11 kakak biar videonya makin cetar;menggunakan  kakak biar videonya makin cetar;guna  kakak biar video makin cetar
belilah fast charging for Iphone 11 sbb 5 watt charger yang dibekalkan amatlah slow;general negatif;belilah fast charging for Iphone 11 sbb 5 watt charger yang dibekalkan amatlah slow;belilah fast charging for iphone 11 sbb 5 watt charger yang dibekalkan amatlah slow;belilah fast charging for iphone 11 sbb 5 watt charger yang dibekalkan amatlah slow;belilah cepat charger untuk  karena watt charger  dimasukan sekali lambat;bilah cepat charger untuk  karena watt charger  masuk sekali lambat
Kl aku pake seperlunya, buat medsos, foto, urusin online shop masih aman sih. Kualitas kamera jg bagus. Tp kl cari yg nilainya masih tinggi tahun2 ke depannya yaa iphone 11, kl ip x aja skrg 7 jt udh dapet.;kamera positif;Kl aku pake seperlunya, buat medsos, foto, urusin online shop masih aman sih. Kualitas kamera jg bagus. Tp kl cari yg nilainya masih tinggi tahun2 ke depannya yaa iphone 11, kl ip x aja skrg 7 jt udh dapet.;kl aku pake seperlunya, buat medsos, foto, urusin online shop masih aman sih. kualitas kamera jg bagus. tp kl cari yg nilainya masih tinggi tahun2 ke depannya yaa iphone 11, kl ip x aja skrg 7 jt udh dapet.;kl aku pake seperlunya buat medsos foto urusin online shop masih aman sih kualitas kamera jg bagus tp kl cari yg nilainya masih tinggi tahun2 ke depannya yaa iphone 11 kl ip x aja skrg 7 jt udh dapet ;kalau aku menggunakan seperlunya buat media sosial foto urusin online shop masih aman  kualitas kamera juga bagus tapi kalau cari  nilainya masih tinggi tahun ke depannya yaa  kalau    sekarang jt udah dapet ;kalau aku guna perlu buat media sosial foto urusin online shop masih aman  kualitas kamera juga bagus tapi kalau cari  nilai masih tinggi tahun ke depan yaa  kalau    sekarang jt udah dapet 
yaallah tergoda iphone 11 warna biru. eh apase warna sebenere. pokok biru jareku;general positif;yaallah tergoda iphone 11 warna biru. eh apase warna sebenere. pokok biru jareku;yaallah tergoda iphone 11 warna biru. eh apase warna sebenere. pokok biru jareku;yaallah tergoda iphone 11 warna biru eh apase warna sebenere pokok biru jareku;yaallah tergoda  warna biru eh apa warna sebenere pokok biru suka;yaallah goda  warna biru eh apa warna sebenere pokok biru suka
Haih cantiknya camera depan iphone 11 Ã°Å¸ËÅ;kamera positif;Haih cantiknya camera depan iphone 11 Ã°Å¸ËÅ;haih cantiknya camera depan iphone 11 ã°å¸ëå;haih cantiknya camera depan iphone 11 ; bagus kamera depan  ; bagus kamera depan  
"Beli iphone 11 kemaren niat nya cuman mau beli mouse buat laptop, trus iseng nanya Ã¢â¬Åini berapa bang? Yg warna itu? Ternyata dikasih 11 pro biasa kecil ga sadar.
2hari kmudian nanya ke salesnya Ã¢â¬Åkok kecil ku mau yg max brp? Ã¢â¬ÅYdh ambil silver 256gb.

Riyalife tamat.";general negatif;Beli iphone 11 kemaren niat nya cuman mau beli mouse buat laptop, trus iseng nanya Ã¢â¬Åini berapa bang? Yg warna itu? Ternyata dikasih 11 pro biasa kecil ga sadar. 2hari kmudian nanya ke salesnya Ã¢â¬Åkok kecil ku mau yg max brp? Ã¢â¬ÅYdh ambil silver 256gb.  Riyalife tamat.;beli iphone 11 kemaren niat nya cuman mau beli mouse buat laptop, trus iseng nanya ã¢â¬åini berapa bang? yg warna itu? ternyata dikasih 11 pro biasa kecil ga sadar. 2hari kmudian nanya ke salesnya ã¢â¬åkok kecil ku mau yg max brp? ã¢â¬åydh ambil silver 256gb.  riyalife tamat.;beli iphone 11 kemaren niat nya cuman mau beli mouse buat laptop trus iseng nanya ini berapa bang yg warna itu ternyata dikasih 11 pro biasa kecil ga sadar 2hari kmudian nanya ke salesnya kok kecil ku mau yg max brp ydh ambil silver 256gb riyalife tamat ;beli  kemaren niat  cuman mau beli mouse buat laptop lalu iseng tanya ini berapa bang  warna itu ternyata dikasih  biasa kecil tidak sadar hari kmudian tanya ke salesnya kok kecil ku mau   berapa yasudah ambil silver gb riyalife tamat ;beli  kemaren niat  cuman mau beli mouse buat laptop lalu iseng tanya ini berapa bang  warna itu nyata kasih  biasa kecil tidak sadar hari kmudian tanya ke salesnya kok kecil ku mau   berapa yasudah ambil silver gb riyalife tamat 
