Tweet;label;Tweet_Parsed;sentiment;Prediksi
sumpah ya kenapa iphone tuh ukuran RAM nya segede semut;spesifikasi negatif;tuh ukur ram gede semut;3;spesifikasi netral
tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil;spesifikasi negatif;tibatiba suruh install aplikasi absen sekolah gabisa ram;-6;spesifikasi netral
kamera nya cepet banget autofokus keren banget deh;kamera positif;kamera cepat autofokus keren deh;0;kamera netral
hasil fotonya lebih bagus daripada versi sebelumnya;kamera positif;hasil foto bagus versi;4;kamera positif
keren deh kamera nya walaupun minim cahaya tetep memuaskan banget hasil fotonya terang dan jelas;kamera positif;keren deh kamera minim cahaya tetep muas hasil foto terang;7;kamera positif
Wow bisa bikin video keren pake kamera depan;kamera positif;video keren kamera;0;kamera netral
hasil foto pake kamera iphone 11 bagus banget kaya pake kamera dslr;kamera positif;hasil foto kamera bagus kaya kamera dslr;4;kamera positif
kamera nya keren abis;kamera positif;kamera keren abis;-1;kamera netral
buat foto jarak jauh mantap banget ga burem sama sekali;kamera positif;foto jarak mantap burem;8;kamera positif
kalo soal kamera gak usah ragu lagi sama iphone;kamera positif;kamera ragu;-3;kamera netral
hasil foto udah kaya pake kamera level profesional;kamera positif;hasil foto udah kaya kamera level profesional;6;kamera positif
kameranya super bagus hasilnya kaya dilihat pake mata langsung;kamera positif;kamera super bagus hasil kaya lihat mata langsung;6;kamera positif
kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;kamera negatif;foto jarak bagus lensa kamera;1;kamera positif
banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea;kamera negatif;ngeluh bentuk kamera kaya minum bubble milk tea;-3;general positif
ribet dah kalo selfie pake iphone harus pake filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;kamera negatif;ribet foto filter hasil realistis gue liat jelek;2;kamera positif
gampang lecet kamera nya;kamera negatif;gampang lecet kamera;-3;kamera netral
kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning gitu aneh;kamera negatif;kamera ip tuh hasil foto tuh warna kuning aneh;2;kamera positif
hasil foto iphone 11 kurang bagus kalo gak ada cahaya matahari;kamera negatif;hasil foto bagus cahaya matahari;6;kamera positif
bagusan kamera samsung kemanamana daripada iphone x;kamera negatif;bagus kamera samsung kemanamana;-2;kamera netral
kamera swafoto iphone 11 kurang mantap nih autofokusnya;kamera negatif;kamera swafoto mantap autofokusnya;5;kamera positif
tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10;kamera negatif;tingkat eksposur kamera ip sempurna banding samsung;1;kamera netral
kalo foto didalem ruangan hasilnya kurang mantap nih;kamera negatif;foto dalem ruang hasil mantap;6;kamera positif
mantap deh baterai nya lebih hemat dari versi sebelumnya;baterai positif;mantap deh baterai hemat versi;3;baterai negatif
pas awal pake tuh baterai hemat banget bisa tahan seharian;baterai positif;pas tuh baterai hemat tahan;0;baterai negatif
baterainya tahan lama banget;baterai positif;baterai tahan;-4;baterai negatif
baterai iphone 11 gue masih aman ko walaupun dipake sepuluh jam nonton video;baterai positif;baterai gue aman puluh jam nonton video;-3;baterai negatif
lumayan awet sih baterenya dipake main pubg berjam jam;baterai positif;lumayan awet baterenya main pubg jam jam;3;
gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya;baterai positif;gue tepuk tangan batere tingkat banding versi;2;
baterenya ga seburuk kata orangorang ko asal elu pakenya jangan jorok aja;baterai positif;baterenya buruk orangorang elu pakenya jorok;-9;
enaknya ip11 tuh pas charge lumayan cepet penuh nya;baterai positif;enak ip tuh pas charge lumayan cepat penuh;3;baterai negatif
kalo charge nya pake charger iphone yang sesuai mah pasti cepet penuh koo baterenya;baterai positif;charge charger sesuai mah cepat penuh koo baterenya;3;baterai positif
baterenya awet sih ga cepet kembung gitu;baterai positif;baterenya awet cepat kembung;1;
sumpah ya charge hp lama banget keburu gajah bertelur;baterai negatif;charge keburu gajah telur;-3;baterai negatif
lama banget bisa naik haji dulu kali yaa nunggu baterai penuh;baterai negatif;haji yaa nunggu baterai penuh;-2;baterai negatif
makin lama dipake makin cepet habis baterainya;baterai negatif;cepat habis baterai;-3;baterai netral
menurut aku baterai nya kurang awet;baterai negatif;baterai awet;1;baterai negatif
pengisian baterai hp tergolong lama;baterai negatif;isi baterai golong;-6;baterai negatif
baterai nya ga bisa dicopot;baterai negatif;baterai copot;-5;baterai negatif
satu hal yang agak mengecewakan adalah baterainya yang kurang awet;baterai negatif;kecewa baterai awet;1;baterai negatif
batere iphone tuh jelek banget;baterai negatif;batere tuh jelek;-5;
batere iphone ga seawet samsung apalagi sekarang covid sering main hp jadi boros banget;baterai negatif;batere awet samsung covid main boros;-1;
ga awet bgt dah kalo gue pake iphone bisa dua sampe tiga kali charger dalam sehari;baterai negatif;awet gue sampe charger;4;baterai netral
wah bagus ini handphone pantas aja banyak yang nungguin;general positif;bagus handphone nungguin;-3;
ga sia sia nungguin banget ip11 rilis keren bgt ternyata;general positif;nungguin ip rilis keren nyata;4;
ukurannya ideal ya ga kegedean;general positif;ukur ideal gede;6;
pilihan warnanya gemes gemes banget;general positif;pilih warna gemes gemes;-6;general negatif
mewah yang ga lebay gitu nih ip11 asik;general positif;mewah lebay ip asik;0;
I'm so in love with this phone;general positif;love;2;
so good for gaming;general positif;good gaming;5;
saatnya beralih ke ip11, bye handphone lama;general positif;alih ip bye handphone;-3;
setelah baca baca review nya, hm lumayan juga jadi tertarik nih buat beli;general positif;baca baca review hm lumayan tarik beli;4;
suka banget sama yang warna hijau, harus punya;general positif;suka warna hijau;5;general netral
ga suka ah mending beli merk lain aja;general negatif;suka ah beli merk;1;
desainnya masih sama aja kaya yg sebelum sebelumnya bosan;general negatif;desain kaya bosan;4;general positif
kurang suka sama desain nya, masih kegedean, kenapa ga lebih slim;general negatif;suka desain gede slim;6;general positif
buat apasih make iphone, sistem operasinya ribet apalagi buat yg ga biasa pakai;general negatif;apasih make sistem operasi ribet pakai;-11;spesifikasi negatif
upgradenya ga terlalu banyak sih dibanding produk sebelumnya, ga terllau worth sih ya sepertinya;general negatif;upgradenya banding produk terllau banding;3;
yaampun ip11 ga ada charger ga ada earphone nya dong, hft banget;general negatif;yaampun ip charger earphone hft;0;baterai netral
kenapa charger dan earphonenya ga include sih, percuma aja spesifikasi mantep, tapi part yg cukup pentingnya ga ada;general negatif;charger earphonenya include spesifikasi mantep part;3;baterai positif
ga pernah tertarik buat beli iphone deh sampai sekarang;general negatif;tarik beli deh;1;
ip11 biasa aja sih menurut gue, kenapa pada bilang waw banget ya;general negatif;ip gue bilang waw;0;
belum minat buat beli nih iphone 11, masih jelek menurut gue;general negatif;minat beli jelek gue;-2;
harganya affordabe banget buat experience yg luar biasa;harga positif;harga affordabe experience;3;harga positif
harganya okelah ya buat spesifikasi kaya gini;harga positif;harga oke spesifikasi kaya gin;8;harga positif
terjangkau sih menurut gue harganya iphone 11 ini, sesuai sama spec;harga positif;jangkau gue harga sesuai spesifikasi;9;harga positif
ada harga ada rupa ya coi, bagus sih ini produknya worth it buat harga segitu;harga positif;harga rupa coi bagus produk banding harga segitu;7;harga positif
harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan;harga positif;harga ip sesuai handphone;6;harga positif
harganya ga mahal kok utnuk kualitas sebagus ini, kalo ada yg bilang mahal emang lu aja yg ga mampu beli;harga positif;harga mahal utnuk kualitas bagus bilang mahal beli;6;harga positif
wah harganya cuma segitu? buat kualitas seperti ini? super worth it;harga positif;harga segitu kualitas super banding;5;harga positif
ini hitungannya harganya masih murah sih untuk produk sebagus ini;harga positif;hitung harga murah produk bagus;6;harga positif
iphone11, harganya sesuai kok sama spesifikasi dan produknya;harga positif;harga sesuai spesifikasi produk;12;harga positif
harganya sesuai sama apa yang bakalan kita dapat, ga nyesel gais;harga positif;harga sesuai nyesel gais;1;harga positif
Mahal banget sih ini ip11 buat produk kaya begini doang, masih banyak yg lebih murah;harga negatif;mahal ip produk kaya murah;5;harga positif
ga worth it banget harganya;harga negatif;banding harga;3;harga netral
buat apasih beli iphone mahal mahal, masih banyak produk yg lain yg lebih murah tapi tetap bagus;harga negatif;apasih beli mahal mahal produk murah bagus;-1;harga positif
ini sih terlalu mahal buat handphone doang;harga negatif;mahal handphone;1;harga positif
ga minat buat beli nih ip11 apalagi harganya selangit;harga negatif;minat beli ip harga langit;6;harga positif
kenapa sih harga produk apple tuh mahal mahal banget;harga negatif;harga produk tuh mahal mahal;8;harga positif
harganya ga affordable, sorry apple;harga negatif;harga affordable sorry;-1;harga positif
apa harganya gabisa lebih murah ya, sebagus apasih sampai harganya segitu banget;harga negatif;harga gabisa murah bagus apasih harga segitu;-2;harga positif
terlalu mahal ini harganya, ga bisa lebih murah apa iphone11;harga negatif;mahal harga murah;5;harga positif
mending beli produk lain yang harganya lebih terjangkau tapi kualitasnya ga kalah jauh;harga negatif;beli produk harga jangkau kualitas kalah;5;harga positif
keren juga nih ip11 pake ios terbaru;spesifikasi positif;keren ip ios;0;spesifikasi netral
spesifikasinya asik nyaman buat dipake ngegame;spesifikasi positif;spesifikasi asik nyaman ngegame;11;
chipset yang ada di ip11 ini bikin performanya jauh lebih enteng dibanding iphone sebelum-sebelumnya;spesifikasi positif;chipset ip performa enteng banding;2;
apple processor is better than any android out there;spesifikasi positif;processor android;0;
wahh mantap nih spesifikasinya iphone 11;spesifikasi positif;wahh mantap spesifikasi;8;
ga heran sih nih iphone11 mantap, toh iosnya make yang terbaru;spesifikasi positif;heran mantap iosnya make;6;
spesifikasi iphone11 mantap banget bisa dipake buat nyelam dengan aman;spesifikasi positif;spesifikasi mantap nyelam aman;8;
suka banget sama spesifikasinya ga nyesel beli;spesifikasi positif;suka spesifikasi nyesel beli;-1;
performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini;spesifikasi positif;performa mantap ios produk ip;8;spesifikasi positif
belum ada yang bisa nandingin processor yang dipunya apple;spesifikasi positif;nandingin processor;0;
pilihan ram nya dikit banget, harusnya bisa lebih bervariasi;spesifikasi negatif;pilih ram dikit variasi;-6;spesifikasi negatif
kenapa ram nya cuma 4gb pengen yang lebih;spesifikasi negatif;ram gb ken;1;spesifikasi netral
spesifikasinya masih kurang sih kalo menurut gue apalagi harganya juga mahal;spesifikasi negatif;spesifikasi gue harga mahal;7;harga positif
masa ga ada fitur NFC nya sih percuma aja harga mahal tapi ga punya fitur yang lagi tren;spesifikasi negatif;fitur nfc harga mahal fitur tren;2;harga positif
belum support 5g masih jelek;spesifikasi negatif;dukung g jelek;-1;
spesifikasinya ga beda jauh sama produk sebelumnya masih biasa aja cenderung jelek;spesifikasi negatif;spesifikasi beda produk cenderung jelek;-3;
belum ada fitur buat usb type c huh masih jelek;spesifikasi negatif;fitur usb type c huh jelek;-5;
masih bnayak yang kurang nih spesifikasinya, belum terlalu oke;spesifikasi negatif;bnayak spesifikasi oke;5;
apple ga up to date, masa belum support 5g sih;spesifikasi negatif;date dukung g;4;
yah masih 4g coy, gausah dibeli lah, masih jelek;spesifikasi negatif;g coy gausah beli jelek;-10;
wah ancur bgt nih ip11 kameranya auto mulus;kamera positif;ancur ip kamera auto mulus;-1;kamera netral
suka banget hasil pengambilan kameranya;kamera positif;suka hasil ambil kamera;0;kamera netral
fitur autofokusnya cakep banget cuy;kamera positif;fitur autofokusnya bagus cuy;-2;
ip11 ini kameranya aku suka banget, hasilnya bagus;kamera positif;ip kamera suka hasil bagus;3;kamera positif
satu satunya alasan gue cinta bgt sama ip11 kameranya waw amazing;kamera positif;alas gue cinta ip kamera waw amazing;2;kamera netral
fitur night mode nya lumayan bgt dipake buat jepret jepret malem malem;kamera positif;fitur night mode lumayan jepret jepret malem malem;-3;
hasil fotonya bagus banget sih, mendukung keestetikan gue;kamera positif;hasil foto bagus dukung estetik gue;12;kamera positif
kameranya oke, dipake buat foto dan video bagus;kamera positif;kamera oke foto video bagus;3;kamera positif
semenjak pake ip11 makin suka selfie deh kameranya bagus haha;kamera positif;semenjak ip suka foto deh kamera bagus;3;kamera positif
ga salah beli nih, kameranya gue suka;kamera positif;salah beli kamera gue suka;-3;kamera netral
jelek banget fitur night mode kamera nya banyak noise;kamera negatif;jelek fitur night mode kamera noise;-5;kamera netral
kameranya jelek kalo mau ngezoom pecah;kamera negatif;kamera jelek ngezoom pecah;-5;kamera negatif
ga worth it sih kameranya, mendingan beli produk lain;kamera negatif;banding kamera mending beli produk;1;kamera negatif
kameranya kurang banyak, ga memuaskan;kamera negatif;kamera muas;5;kamera netral
ah iphone 11 kameranya kurang baik dibanding yg lain;kamera negatif;ah kamera banding;0;kamera netral
kamera nya ga terlalu bagus sih, kalo dipake buat moto malam hasilnya jelek;kamera negatif;kamera bagus moto malam hasil jelek;-5;kamera netral
masih banyak produk lain yang kameranya lebih bagus dari ip11 nih, ga worth sih;kamera negatif;produk kamera bagus ip banding;1;kamera negatif
kameranya kalo dipake buat foto indoor dgn pencahayaan yg kurang bad banget sih;kamera negatif;kamera foto indoor cahaya bad;-1;kamera positif
noise banget asli kalo dipake foto indoor malem malem, jelek;kamera negatif;noise asli foto indoor malem malem jelek;-2;kamera positif
kameranya masih jelek, masih banyak handphone murah yang kameranya good;kamera negatif;kamera jelek handphone murah kamera good;1;kamera negatif
the battery is good cukup bertahan;baterai positif;baterai good tahan;1;baterai positif
lumayan kuat sih yang ini baterainya untuk intensitas pemakaian yang cukup tinggi;baterai positif;lumayan kuat baterai intensitas pakai;-5;baterai negatif
aman sih ini baterainya, apalagi ada teknologi wireless charge;baterai positif;aman baterai teknologi wireless charge;-3;baterai negatif
chipsetnya mantap banget jadi bikin iphone 11 hemat baterai;baterai positif;chipset mantap hemat baterai;3;baterai netral
iphone11 ini menggunakan chipset terkuat dan tercepat jadi sangat hemat baterai;baterai positif;chipset kuat cepat hemat baterai;-3;baterai netral
buat iphone 11 ini apple udah mengembangkan teknologi khusus yang bisa menekan pengonsumsian baterai jadi sepertinya jauh lebih hemat dari produk sebelumnya;baterai positif;udah kembang teknologi khusus tekan konsumsi baterai hemat produk;2;baterai negatif
ip11 ini punya teknologi yang bisa menekan penggunaan daya sistem jadi walaupun kapasitasnya sedikit baterainya cukup tahan lama lho;baterai positif;ip teknologi tekan daya sistem kapasitas baterai tahan lho;-7;baterai negatif
dibandingkan produk sebelumnya, produk apple yang ini baterai nya cukup tahan;baterai positif;banding produk produk baterai tahan;2;baterai negatif
akhirnya apple ngembangin teknologi yang bikin baterainya lebih hemat;baterai positif;ngembangin teknologi baterai hemat;-2;baterai negatif
udah coba pake handphone ini seharian tanpa ngecharge waw juga sama kemampuan konsumsi dayanya yg lebih kecil;baterai positif;udah coba handphone charge waw konsumsi daya;1;baterai netral
boros banget baterainya, masa kudu ngecas berkali kali sih;baterai negatif;boros baterai kudu ngecas kali;-8;baterai negatif
harus banget bawa powerbank kemana mana ini mah, baterainya ga oke;baterai negatif;bawa powerbank mah baterai oke;-3;baterai negatif
kenapa sih iphone tuh baterainya ga pernah bertahan lama;baterai negatif;tuh baterai tahan;-4;baterai negatif
baterai nya boros, ga cocok buat orang yang pekerjaannya banyak menggunakan handphone;baterai negatif;baterai boros cocok orang kerja handphone;-5;baterai negatif
ngecharge nya butuh watu lama ini iphone 11;baterai negatif;charge butuh watu;-8;baterai negatif
ga keren banget masa charger bawaannya belum fast charging;baterai negatif;keren charger bawa cepat charger;-2;baterai negatif
yaelah belum fast charging, lama nih kalo ngecharge pake charger bawaan, masa kudu beli charger yg lain lagi sih;baterai negatif;yaelah cepat charger charge charger bawa kudu beli charger;-3;baterai negatif
butuh waku lama buat ngecharge kalo pake charger bawaan, daya nya masih kecil;baterai negatif;butuh waku charge charger bawa daya;-7;baterai negatif
udah mahal begini masa chargernya blm fast charging sih, kecewa dah;baterai negatif;udah mahal chargernya cepat charger kecewa;1;harga positif
kapasitas baterainya masih kalah dibanding produk lain yang lebih murah;baterai negatif;kapasitas baterai kalah banding produk murah;0;baterai negatif
